id_tarifa,id_region,mes_x,base,intermedia,punta,id_infraestructura,mes_y,distribucion,capacidad,estado,municipio,division
1,37,ENERO,0.8927,1.5632,1.777,1,ENERO,100.61,320.96,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,1202,FEBRERO,100.61,323.11,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,1514,MARZO,100.61,323.87,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,1636,ABRIL,100.61,336.01,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,2440,MAYO,100.61,337.76,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,2819,JUNIO,100.61,350.71,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,3626,JULIO,100.61,346.57,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,3825,AGOSTO,100.61,345.9,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,4033,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,4123,OCTUBRE,100.61,337.06,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,4248,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
1,37,ENERO,0.8927,1.5632,1.777,4399,DICIEMBRE,100.61,344.52,AGUASCALIENTES,AGUASCALIENTES,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,2,ENERO,100.61,320.96,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,1206,FEBRERO,100.61,323.11,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,1507,MARZO,100.61,323.87,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,1634,ABRIL,100.61,336.01,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,2438,MAYO,100.61,337.76,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,2818,JUNIO,100.61,350.71,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,3630,JULIO,100.61,346.57,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,3824,AGOSTO,100.61,345.9,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,4036,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,4116,OCTUBRE,100.61,337.06,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,4244,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
2,38,ENERO,0.8927,1.5632,1.777,4402,DICIEMBRE,100.61,344.52,AGUASCALIENTES,SAN FRANCISCO DE LOS ROMO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,3,ENERO,100.61,320.96,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,1204,FEBRERO,100.61,323.11,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,1506,MARZO,100.61,323.87,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,1642,ABRIL,100.61,336.01,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,2441,MAYO,100.61,337.76,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,2822,JUNIO,100.61,350.71,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,3631,JULIO,100.61,346.57,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,3822,AGOSTO,100.61,345.9,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,4041,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,4115,OCTUBRE,100.61,337.06,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,4242,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,CALVILLO,BAJÍO
3,39,ENERO,0.8927,1.5632,1.777,4397,DICIEMBRE,100.61,344.52,AGUASCALIENTES,CALVILLO,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,4,ENERO,100.61,320.96,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,1209,FEBRERO,100.61,323.11,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,1505,MARZO,100.61,323.87,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,1633,ABRIL,100.61,336.01,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,2444,MAYO,100.61,337.76,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,2814,JUNIO,100.61,350.71,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,3623,JULIO,100.61,346.57,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,3819,AGOSTO,100.61,345.9,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,4037,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,4121,OCTUBRE,100.61,337.06,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,4243,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,TEPEZALA,BAJÍO
4,40,ENERO,0.8927,1.5632,1.777,4404,DICIEMBRE,100.61,344.52,AGUASCALIENTES,TEPEZALA,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,5,ENERO,100.61,320.96,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,1208,FEBRERO,100.61,323.11,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,1510,MARZO,100.61,323.87,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,1639,ABRIL,100.61,336.01,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,2445,MAYO,100.61,337.76,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,2820,JUNIO,100.61,350.71,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,3628,JULIO,100.61,346.57,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,3818,AGOSTO,100.61,345.9,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,4038,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,4117,OCTUBRE,100.61,337.06,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,4245,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,ASIENTOS,BAJÍO
5,41,ENERO,0.8927,1.5632,1.777,4395,DICIEMBRE,100.61,344.52,AGUASCALIENTES,ASIENTOS,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,6,ENERO,100.61,320.96,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,1205,FEBRERO,100.61,323.11,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,1511,MARZO,100.61,323.87,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,1638,ABRIL,100.61,336.01,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,2439,MAYO,100.61,337.76,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,2816,JUNIO,100.61,350.71,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,3629,JULIO,100.61,346.57,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,3821,AGOSTO,100.61,345.9,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,4032,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,4118,OCTUBRE,100.61,337.06,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,4250,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
6,42,ENERO,0.8927,1.5632,1.777,4396,DICIEMBRE,100.61,344.52,AGUASCALIENTES,PABELLON DE ARTEAGA,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,7,ENERO,100.61,320.96,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,1199,FEBRERO,100.61,323.11,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,1509,MARZO,100.61,323.87,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,1641,ABRIL,100.61,336.01,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,2446,MAYO,100.61,337.76,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,2813,JUNIO,100.61,350.71,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,3625,JULIO,100.61,346.57,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,3816,AGOSTO,100.61,345.9,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,4042,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,4119,OCTUBRE,100.61,337.06,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,4249,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,COSIO,BAJÍO
7,43,ENERO,0.8927,1.5632,1.777,4400,DICIEMBRE,100.61,344.52,AGUASCALIENTES,COSIO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,8,ENERO,100.61,320.96,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,1201,FEBRERO,100.61,323.11,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,1512,MARZO,100.61,323.87,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,1640,ABRIL,100.61,336.01,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,2447,MAYO,100.61,337.76,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,2815,JUNIO,100.61,350.71,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,3632,JULIO,100.61,346.57,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,3817,AGOSTO,100.61,345.9,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,4034,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,4124,OCTUBRE,100.61,337.06,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,4251,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,EL LLANO,BAJÍO
8,44,ENERO,0.8927,1.5632,1.777,4401,DICIEMBRE,100.61,344.52,AGUASCALIENTES,EL LLANO,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,9,ENERO,100.61,320.96,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,1207,FEBRERO,100.61,323.11,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,1504,MARZO,100.61,323.87,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,1635,ABRIL,100.61,336.01,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,2448,MAYO,100.61,337.76,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,2821,JUNIO,100.61,350.71,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,3622,JULIO,100.61,346.57,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,3823,AGOSTO,100.61,345.9,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,4035,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,4120,OCTUBRE,100.61,337.06,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,4252,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,JESUS MARIA,BAJÍO
9,45,ENERO,0.8927,1.5632,1.777,4398,DICIEMBRE,100.61,344.52,AGUASCALIENTES,JESUS MARIA,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,10,ENERO,100.61,320.96,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,1203,FEBRERO,100.61,323.11,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,1508,MARZO,100.61,323.87,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,1643,ABRIL,100.61,336.01,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,2443,MAYO,100.61,337.76,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,2812,JUNIO,100.61,350.71,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,3624,JULIO,100.61,346.57,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,3820,AGOSTO,100.61,345.9,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,4039,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,4122,OCTUBRE,100.61,337.06,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,4247,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
10,46,ENERO,0.8927,1.5632,1.777,4405,DICIEMBRE,100.61,344.52,AGUASCALIENTES,RINCON DE ROMOS,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,11,ENERO,100.61,320.96,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,1200,FEBRERO,100.61,323.11,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,1513,MARZO,100.61,323.87,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,1637,ABRIL,100.61,336.01,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,2442,MAYO,100.61,337.76,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,2817,JUNIO,100.61,350.71,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,3627,JULIO,100.61,346.57,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,3826,AGOSTO,100.61,345.9,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,4040,SEPTIEMBRE,100.61,337.96,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,4125,OCTUBRE,100.61,337.06,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,4246,NOVIEMBRE,100.61,340.22,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
11,47,ENERO,0.8927,1.5632,1.777,4403,DICIEMBRE,100.61,344.52,AGUASCALIENTES,SAN JOSE DE GRACIA,BAJÍO
12,48,ENERO,0.5298,0.8069,0.0,12,ENERO,92.36,292.97,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,1210,FEBRERO,92.36,294.93,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,1519,MARZO,92.36,295.62,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,1646,ABRIL,92.36,306.7,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,2450,MAYO,92.36,308.3,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,2824,JUNIO,92.36,320.12,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,3635,JULIO,92.36,316.34,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,3828,AGOSTO,92.36,315.73,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,4043,SEPTIEMBRE,92.36,308.48,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,4126,OCTUBRE,92.36,307.66,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
12,48,ENERO,0.5298,0.8069,0.0,4256,NOVIEMBRE,92.36,310.54,BAJA CALIFORNIA,TECATE,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,13,ENERO,92.36,292.97,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,1211,FEBRERO,92.36,294.93,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,1516,MARZO,92.36,295.62,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,1645,ABRIL,92.36,306.7,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,2453,MAYO,92.36,308.3,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,2826,JUNIO,92.36,320.12,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,3636,JULIO,92.36,316.34,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,3827,AGOSTO,92.36,315.73,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,4047,SEPTIEMBRE,92.36,308.48,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,4129,OCTUBRE,92.36,307.66,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
13,49,ENERO,0.5298,0.8069,0.0,4255,NOVIEMBRE,92.36,310.54,BAJA CALIFORNIA,PLAYAS DE ROSARITO,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,14,ENERO,92.36,292.97,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,1213,FEBRERO,92.36,294.93,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,1515,MARZO,92.36,295.62,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,1644,ABRIL,92.36,306.7,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,2452,MAYO,92.36,308.3,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,2827,JUNIO,92.36,320.12,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,3637,JULIO,92.36,316.34,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,3831,AGOSTO,92.36,315.73,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,4045,SEPTIEMBRE,92.36,308.48,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,4128,OCTUBRE,92.36,307.66,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
14,50,ENERO,0.5298,0.8069,0.0,4253,NOVIEMBRE,92.36,310.54,BAJA CALIFORNIA,MEXICALI,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,15,ENERO,92.36,292.97,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,1212,FEBRERO,92.36,294.93,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,1517,MARZO,92.36,295.62,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,1648,ABRIL,92.36,306.7,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,2451,MAYO,92.36,308.3,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,2825,JUNIO,92.36,320.12,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,3633,JULIO,92.36,316.34,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,3830,AGOSTO,92.36,315.73,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,4044,SEPTIEMBRE,92.36,308.48,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
15,51,ENERO,0.5298,0.8069,0.0,4130,OCTUBRE,92.36,307.66,BAJA CALIFORNIA,ENSENADA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,16,ENERO,92.36,292.97,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,1214,FEBRERO,92.36,294.93,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,1518,MARZO,92.36,295.62,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,1647,ABRIL,92.36,306.7,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,2449,MAYO,92.36,308.3,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,2823,JUNIO,92.36,320.12,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,3634,JULIO,92.36,316.34,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,3829,AGOSTO,92.36,315.73,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,4046,SEPTIEMBRE,92.36,308.48,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,4127,OCTUBRE,92.36,307.66,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
16,52,ENERO,0.5298,0.8069,0.0,4254,NOVIEMBRE,92.36,310.54,BAJA CALIFORNIA,TIJUANA,BAJA CALIFORNIA
17,53,ENERO,1.7446,2.2075,0.0,17,ENERO,92.36,210.01,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,1217,FEBRERO,92.36,211.41,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,1523,MARZO,92.36,211.91,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,1650,ABRIL,92.36,219.85,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,2458,MAYO,92.36,221.0,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,2831,JUNIO,92.36,229.47,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,3642,JULIO,92.36,226.76,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,3832,AGOSTO,92.36,226.32,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
17,53,ENERO,1.7446,2.2075,0.0,4051,SEPTIEMBRE,92.36,221.13,BAJA CALIFORNIA SUR,COMONDU,BAJA CALIFORNIA SUR
