id_tarifa,id_region,anio_x,mes_x,base,intermedia,punta,id_infraestructura,anio_y,mes_y,distribucion,capacidad,estado,municipio,division
5,479,2024,ENERO,1.0251,1.7863,2.0047,615,2024,AGOSTO,147.01,372.66,CAMPECHE,PALIZADA,SURESTE
5,479,2024,ENERO,1.0251,1.7863,2.0047,703,2024,SEPTIEMBRE,147.01,372.68,CAMPECHE,PALIZADA,SURESTE
5,479,2024,ENERO,1.0251,1.7863,2.0047,791,2024,OCTUBRE,147.01,372.69,CAMPECHE,PALIZADA,SURESTE
5,479,2024,ENERO,1.0251,1.7863,2.0047,879,2024,NOVIEMBRE,147.01,372.68,CAMPECHE,PALIZADA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,6,2024,ENERO,147.01,352.76,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,94,2024,FEBRERO,147.01,354.81,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,182,2024,MARZO,147.01,359.28,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,270,2024,ABRIL,147.01,359.29,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,354,2024,MAYO,147.01,359.3,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,440,2024,JUNIO,147.01,359.3,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,528,2024,JULIO,147.01,369.45,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,616,2024,AGOSTO,147.01,372.66,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,704,2024,SEPTIEMBRE,147.01,372.68,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,792,2024,OCTUBRE,147.01,372.69,CHIAPAS,ACACOYAGUA,SURESTE
6,480,2024,ENERO,1.0251,1.7863,2.0047,880,2024,NOVIEMBRE,147.01,372.68,CHIAPAS,ACACOYAGUA,SURESTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,7,2024,ENERO,75.79,410.85,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,95,2024,FEBRERO,75.79,413.22,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,183,2024,MARZO,75.79,418.44,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,271,2024,ABRIL,75.79,418.45,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,355,2024,MAYO,75.79,418.46,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,441,2024,JUNIO,75.79,418.45,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,529,2024,JULIO,75.79,430.29,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,617,2024,AGOSTO,75.79,434.02,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,705,2024,SEPTIEMBRE,75.79,434.04,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,793,2024,OCTUBRE,75.79,434.06,CHIHUAHUA,AHUMADA,NORTE
7,481,2024,ENERO,1.0362,1.6532,1.9362,881,2024,NOVIEMBRE,75.79,434.04,CHIHUAHUA,AHUMADA,NORTE
8,482,2024,ENERO,1.1216,1.8501,2.1644,8,2024,ENERO,89.49,410.85,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,96,2024,FEBRERO,89.49,413.22,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,184,2024,MARZO,89.49,418.44,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,272,2024,ABRIL,89.49,418.45,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,356,2024,MAYO,89.49,418.46,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,442,2024,JUNIO,89.49,418.45,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,530,2024,JULIO,89.49,430.29,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,618,2024,AGOSTO,89.49,434.02,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,706,2024,SEPTIEMBRE,89.49,434.04,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,794,2024,OCTUBRE,89.49,434.06,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
8,482,2024,ENERO,1.1216,1.8501,2.1644,882,2024,NOVIEMBRE,89.49,434.04,CIUDAD DE MÉXICO,ALVARO OBREGON,"VALLE DE MÉXICO NORTE, CENTRO Y SUR"
9,483,2024,ENERO,1.1216,1.8501,2.1644,9,2024,ENERO,89.49,410.85,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,97,2024,FEBRERO,89.49,413.22,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,185,2024,MARZO,89.49,418.44,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,273,2024,ABRIL,89.49,418.45,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,357,2024,MAYO,89.49,418.46,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,443,2024,JUNIO,89.49,418.45,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,531,2024,JULIO,89.49,430.29,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,619,2024,AGOSTO,89.49,434.02,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,707,2024,SEPTIEMBRE,89.49,434.04,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,795,2024,OCTUBRE,89.49,434.06,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
9,483,2024,ENERO,1.1216,1.8501,2.1644,883,2024,NOVIEMBRE,89.49,434.04,CIUDAD DE MÉXICO,AZCAPOTZALCO,VALLE DE MÉXICO NORTE Y CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,10,2024,ENERO,63.15,410.85,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,98,2024,FEBRERO,63.15,413.22,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,186,2024,MARZO,63.15,418.44,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,274,2024,ABRIL,63.15,418.45,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,358,2024,MAYO,63.15,418.46,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,444,2024,JUNIO,63.15,418.45,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,532,2024,JULIO,63.15,430.29,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,620,2024,AGOSTO,63.15,434.02,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,708,2024,SEPTIEMBRE,63.15,434.04,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,796,2024,OCTUBRE,63.15,434.06,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
10,484,2024,ENERO,1.1246,1.8632,2.1772,884,2024,NOVIEMBRE,63.15,434.04,CIUDAD DE MÉXICO,BENITO JUAREZ,VALLE DE MÉXICO CENTRO
11,485,2024,ENERO,1.1246,1.8632,2.1772,11,2024,ENERO,63.15,410.85,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,99,2024,FEBRERO,63.15,413.22,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,187,2024,MARZO,63.15,418.44,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,275,2024,ABRIL,63.15,418.45,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,359,2024,MAYO,63.15,418.46,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,445,2024,JUNIO,63.15,418.45,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,533,2024,JULIO,63.15,430.29,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,621,2024,AGOSTO,63.15,434.02,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,709,2024,SEPTIEMBRE,63.15,434.04,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,797,2024,OCTUBRE,63.15,434.06,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
11,485,2024,ENERO,1.1246,1.8632,2.1772,885,2024,NOVIEMBRE,63.15,434.04,CIUDAD DE MÉXICO,CUAJIMALPA DE MORELOS,VALLE DE MÉXICO CENTRO Y SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,12,2024,ENERO,70.09,410.85,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,100,2024,FEBRERO,70.09,413.22,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,188,2024,MARZO,70.09,418.44,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,276,2024,ABRIL,70.09,418.45,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,360,2024,MAYO,70.09,418.46,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,446,2024,JUNIO,70.09,418.45,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,534,2024,JULIO,70.09,430.29,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,622,2024,AGOSTO,70.09,434.02,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,710,2024,SEPTIEMBRE,70.09,434.04,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,798,2024,OCTUBRE,70.09,434.06,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
12,486,2024,ENERO,1.1328,1.874,2.1931,886,2024,NOVIEMBRE,70.09,434.04,CIUDAD DE MÉXICO,MILPA ALTA,VALLE DE MÉXICO SUR
13,487,2024,ENERO,1.0358,1.6131,1.7514,13,2024,ENERO,60.03,410.85,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,101,2024,FEBRERO,60.03,413.22,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,189,2024,MARZO,60.03,418.44,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,277,2024,ABRIL,60.03,418.45,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,361,2024,MAYO,60.03,418.46,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,447,2024,JUNIO,60.03,418.45,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,535,2024,JULIO,60.03,430.29,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,623,2024,AGOSTO,60.03,434.02,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,711,2024,SEPTIEMBRE,60.03,434.04,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,799,2024,OCTUBRE,60.03,434.06,COAHUILA,ABASOLO,GOLFO NORTE
13,487,2024,ENERO,1.0358,1.6131,1.7514,887,2024,NOVIEMBRE,60.03,434.04,COAHUILA,ABASOLO,GOLFO NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,14,2024,ENERO,75.79,410.85,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,102,2024,FEBRERO,75.79,413.22,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,190,2024,MARZO,75.79,418.44,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,278,2024,ABRIL,75.79,418.45,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,362,2024,MAYO,75.79,418.46,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,448,2024,JUNIO,75.79,418.45,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,536,2024,JULIO,75.79,430.29,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,624,2024,AGOSTO,75.79,434.02,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,712,2024,SEPTIEMBRE,75.79,434.04,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,800,2024,OCTUBRE,75.79,434.06,COAHUILA,FRANCISCO I. MADERO,NORTE
14,488,2024,ENERO,1.0362,1.6532,1.9362,888,2024,NOVIEMBRE,75.79,434.04,COAHUILA,FRANCISCO I. MADERO,NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,15,2024,ENERO,60.03,410.85,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,103,2024,FEBRERO,60.03,413.22,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,191,2024,MARZO,60.03,418.44,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,279,2024,ABRIL,60.03,418.45,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,363,2024,MAYO,60.03,418.46,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,449,2024,JUNIO,60.03,418.45,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,537,2024,JULIO,60.03,430.29,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,625,2024,AGOSTO,60.03,434.02,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,713,2024,SEPTIEMBRE,60.03,434.04,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,801,2024,OCTUBRE,60.03,434.06,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
15,489,2024,ENERO,1.0358,1.6131,1.7514,889,2024,NOVIEMBRE,60.03,434.04,COAHUILA,OCAMPO,GOLFO NORTE Y NORTE
16,490,2024,ENERO,1.0702,1.9081,2.1752,16,2024,ENERO,101.75,401.05,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE
16,490,2024,ENERO,1.0702,1.9081,2.1752,104,2024,FEBRERO,101.75,403.37,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE
16,490,2024,ENERO,1.0702,1.9081,2.1752,192,2024,MARZO,101.75,408.46,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE
16,490,2024,ENERO,1.0702,1.9081,2.1752,280,2024,ABRIL,101.75,408.47,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE
16,490,2024,ENERO,1.0702,1.9081,2.1752,364,2024,MAYO,101.75,408.47,COAHUILA,PARRAS,BAJÍO Y GOLFO NORTE Y NORTE
