"id_infraestructura","id_region","mes","distribucion","capacidad"
175,54,"FEBRERO",93.44,263.93
176,55,"FEBRERO",93.44,263.93
177,57,"FEBRERO",93.44,263.93
178,56,"FEBRERO",93.44,263.93
179,59,"FEBRERO",95.44,403.37
180,60,"FEBRERO",95.44,403.37
181,62,"FEBRERO",95.44,403.37
182,61,"FEBRERO",95.44,403.37
183,68,"FEBRERO",95.44,403.37
184,1581,"FEBRERO",147.01,354.81
185,1776,"FEBRERO",147.01,354.81
186,1529,"FEBRERO",147.01,354.81
187,86,"FEBRERO",147.01,354.81
188,1237,"FEBRERO",147.01,354.81
189,1723,"FEBRERO",75.79,413.22
190,137,"FEBRERO",75.79,413.22
191,139,"FEBRERO",75.79,413.22
192,129,"FEBRERO",75.79,413.22
193,141,"FEBRERO",75.79,413.22
194,184,"FEBRERO",70.09,413.22
195,171,"FEBRERO",70.09,413.22
196,178,"FEBRERO",63.15,413.22
197,174,"FEBRERO",70.09,413.22
198,179,"FEBRERO",63.15,413.22
199,188,"FEBRERO",60.03,413.22
200,222,"FEBRERO",60.03,413.22
201,193,"FEBRERO",60.03,413.22
202,205,"FEBRERO",60.03,413.22
203,218,"FEBRERO",60.03,413.22
204,226,"FEBRERO",161.46,403.21
205,225,"FEBRERO",161.46,403.21
206,223,"FEBRERO",161.46,403.21
207,231,"FEBRERO",161.46,403.21
208,228,"FEBRERO",161.46,403.21
209,240,"FEBRERO",75.79,413.22
210,265,"FEBRERO",75.79,413.22
211,234,"FEBRERO",75.79,413.22
212,248,"FEBRERO",75.79,413.22
213,239,"FEBRERO",75.79,413.22
214,297,"FEBRERO",70.09,413.22
215,289,"FEBRERO",229.58,375.28
216,1266,"FEBRERO",229.58,375.28
217,296,"FEBRERO",89.49,413.22
218,1992,"FEBRERO",89.49,413.22
219,353,"FEBRERO",101.75,403.37
220,363,"FEBRERO",101.75,403.37
221,339,"FEBRERO",101.75,403.37
222,368,"FEBRERO",101.75,403.37
223,362,"FEBRERO",101.75,403.37
224,396,"FEBRERO",161.46,403.21
225,397,"FEBRERO",229.58,375.28
226,1360,"FEBRERO",229.58,375.28
227,414,"FEBRERO",229.58,375.28
228,385,"FEBRERO",229.58,375.28
229,383,"FEBRERO",229.58,375.28
230,474,"FEBRERO",101.75,403.37
231,1788,"FEBRERO",129.27,403.37
232,436,"FEBRERO",101.75,403.37
233,437,"FEBRERO",155.26,399.63
234,1549,"FEBRERO",155.26,399.63
235,479,"FEBRERO",155.26,399.63
236,541,"FEBRERO",166.57,403.37
237,1796,"FEBRERO",166.57,403.37
238,1375,"FEBRERO",161.46,403.21
239,1376,"FEBRERO",161.46,403.21
240,520,"FEBRERO",161.46,403.21
241,521,"FEBRERO",161.46,403.21
242,1563,"FEBRERO",166.57,403.37
243,588,"FEBRERO",161.46,403.21
244,596,"FEBRERO",161.46,403.21
245,2036,"FEBRERO",161.46,403.21
246,1386,"FEBRERO",161.46,403.21
247,595,"FEBRERO",161.46,403.21
248,632,"FEBRERO",229.58,375.28
249,621,"FEBRERO",229.58,375.28
250,631,"FEBRERO",229.58,375.28
251,617,"FEBRERO",229.58,375.28
252,620,"FEBRERO",229.58,375.28
253,641,"FEBRERO",166.57,403.37
254,648,"FEBRERO",166.57,403.37
255,640,"FEBRERO",166.57,403.37
256,649,"FEBRERO",166.57,403.37
257,656,"FEBRERO",166.57,403.37
258,667,"FEBRERO",60.03,413.22
259,697,"FEBRERO",60.03,413.22
260,661,"FEBRERO",60.03,413.22
261,660,"FEBRERO",60.03,413.22
262,670,"FEBRERO",60.03,413.22
263,2170,"FEBRERO",147.01,354.81
264,2204,"FEBRERO",147.01,354.81
265,2053,"FEBRERO",147.01,354.81
266,2314,"FEBRERO",147.01,354.81
267,2389,"FEBRERO",147.01,354.81
268,2568,"FEBRERO",155.26,399.63
269,2569,"FEBRERO",210.41,370.25
270,809,"FEBRERO",155.26,399.63
271,781,"FEBRERO",155.26,399.63
272,1455,"FEBRERO",155.26,399.63
273,1456,"FEBRERO",210.41,370.25
274,1854,"FEBRERO",155.26,399.63
275,1855,"FEBRERO",210.41,370.25
276,820,"FEBRERO",101.75,403.37
277,825,"FEBRERO",101.75,403.37
278,815,"FEBRERO",129.27,403.37
279,826,"FEBRERO",101.75,403.37
280,813,"FEBRERO",101.75,403.37
281,836,"FEBRERO",95.44,403.37
282,841,"FEBRERO",95.44,403.37
283,835,"FEBRERO",95.44,403.37
284,840,"FEBRERO",95.44,403.37
285,837,"FEBRERO",95.44,403.37
286,1676,"FEBRERO",101.75,403.37
287,871,"FEBRERO",129.27,403.37
288,870,"FEBRERO",129.27,403.37
289,1461,"FEBRERO",129.27,403.37
290,882,"FEBRERO",129.27,403.37
291,910,"FEBRERO",94.27,403.37
292,895,"FEBRERO",94.27,403.37
293,896,"FEBRERO",166.57,403.37
294,897,"FEBRERO",94.27,403.37
295,898,"FEBRERO",94.27,403.37
296,894,"FEBRERO",94.27,403.37
297,951,"FEBRERO",94.27,403.37
298,933,"FEBRERO",94.27,403.37
299,1466,"FEBRERO",94.27,403.37
300,942,"FEBRERO",94.27,403.37
301,1463,"FEBRERO",94.27,403.37
302,970,"FEBRERO",147.01,354.81
303,968,"FEBRERO",147.01,354.81
304,976,"FEBRERO",147.01,354.81
305,969,"FEBRERO",147.01,354.81
306,961,"FEBRERO",147.01,354.81
307,993,"FEBRERO",129.27,403.37
308,1001,"FEBRERO",129.27,403.37
309,982,"FEBRERO",129.27,403.37
310,981,"FEBRERO",129.27,403.37
311,995,"FEBRERO",129.27,403.37
312,1058,"FEBRERO",155.26,399.63
313,1057,"FEBRERO",155.26,399.63
314,1059,"FEBRERO",155.26,399.63
315,1026,"FEBRERO",155.26,399.63
316,1044,"FEBRERO",155.26,399.63
317,2623,"FEBRERO",210.41,370.25
318,1870,"FEBRERO",210.41,370.25
319,1704,"FEBRERO",210.41,370.25
320,2600,"FEBRERO",210.41,370.25
321,2594,"FEBRERO",210.41,370.25
322,1888,"FEBRERO",95.44,403.37
323,2673,"FEBRERO",95.44,403.37
324,2668,"FEBRERO",95.44,403.37
325,1128,"FEBRERO",95.44,403.37
326,1142,"FEBRERO",95.44,403.37
327,1183,"FEBRERO",101.75,403.37
328,1222,"FEBRERO",101.75,403.37
329,1187,"FEBRERO",101.75,403.37
330,1209,"FEBRERO",101.75,403.37
331,1178,"FEBRERO",101.75,403.37
332,37,"MARZO",101.75,408.46
333,38,"MARZO",101.75,408.46
334,47,"MARZO",101.75,408.46
335,41,"MARZO",101.75,408.46
336,45,"MARZO",101.75,408.46
337,51,"MARZO",93.44,372.83
338,50,"MARZO",93.44,372.83
339,49,"MARZO",93.44,372.83
340,48,"MARZO",93.44,372.83
341,52,"MARZO",93.44,372.83
342,53,"MARZO",93.44,267.26
343,54,"MARZO",93.44,267.26
344,55,"MARZO",93.44,267.26
345,57,"MARZO",93.44,267.26
346,56,"MARZO",93.44,267.26
347,65,"MARZO",95.44,408.46
348,59,"MARZO",95.44,408.46
349,58,"MARZO",95.44,408.46
350,68,"MARZO",95.44,408.46
351,62,"MARZO",95.44,408.46
352,1241,"MARZO",147.01,359.28
353,94,"MARZO",147.01,359.28
354,1729,"MARZO",147.01,359.28
355,1734,"MARZO",147.01,359.28
356,1320,"MARZO",147.01,359.28
357,165,"MARZO",75.79,418.44
358,139,"MARZO",75.79,418.44
359,1722,"MARZO",75.79,418.44
360,157,"MARZO",75.79,418.44
361,1322,"MARZO",75.79,418.44
362,181,"MARZO",89.49,418.44
363,181,"MARZO",63.15,418.44
364,174,"MARZO",70.09,418.44
365,169,"MARZO",63.15,418.44
366,184,"MARZO",70.09,418.44
367,183,"MARZO",70.09,418.44
368,195,"MARZO",60.03,418.44
369,200,"MARZO",60.03,418.44
370,206,"MARZO",60.03,418.44
371,185,"MARZO",75.79,418.44
372,190,"MARZO",60.03,418.44
373,228,"MARZO",161.46,408.3
374,230,"MARZO",161.46,408.3
375,224,"MARZO",161.46,408.3
376,232,"MARZO",161.46,408.3
377,223,"MARZO",161.46,408.3
378,266,"MARZO",75.79,418.44
379,245,"MARZO",75.79,418.44
380,260,"MARZO",75.79,418.44
381,264,"MARZO",75.79,418.44
382,243,"MARZO",75.79,418.44
383,1588,"MARZO",70.09,418.44
384,1356,"MARZO",70.09,418.44
385,1539,"MARZO",89.49,418.44
386,300,"MARZO",70.09,418.44
387,312,"MARZO",89.49,418.44
388,331,"MARZO",101.75,408.46
389,334,"MARZO",101.75,408.46
390,368,"MARZO",101.75,408.46
391,323,"MARZO",101.75,408.46
392,329,"MARZO",101.75,408.46
393,417,"MARZO",229.58,380.01
394,1268,"MARZO",229.58,380.01
395,1361,"MARZO",229.58,380.01
396,1546,"MARZO",229.58,380.01
397,1783,"MARZO",229.58,380.01
398,1601,"MARZO",101.75,408.46
399,1363,"MARZO",101.75,408.46
400,474,"MARZO",101.75,408.46
401,1286,"MARZO",101.75,408.46
402,1283,"MARZO",155.26,404.67
403,499,"MARZO",101.75,408.46
404,500,"MARZO",161.46,408.3
405,538,"MARZO",166.57,408.46
406,1296,"MARZO",101.75,408.46
407,1796,"MARZO",166.57,408.46
408,544,"MARZO",166.57,408.46
409,584,"MARZO",161.46,408.3
410,1407,"MARZO",161.46,408.3
411,2035,"MARZO",161.46,408.3
412,563,"MARZO",161.46,408.3
413,2029,"MARZO",161.46,408.3
414,621,"MARZO",229.58,380.01
415,629,"MARZO",229.58,380.01
416,637,"MARZO",229.58,380.01
417,622,"MARZO",229.58,380.01
418,613,"MARZO",229.58,380.01
419,641,"MARZO",166.57,408.46
420,652,"MARZO",166.57,408.46
421,639,"MARZO",166.57,408.46
422,643,"MARZO",166.57,408.46
423,653,"MARZO",166.57,408.46
424,707,"MARZO",60.03,418.44
425,683,"MARZO",60.03,418.44
426,696,"MARZO",60.03,418.44
427,676,"MARZO",60.03,418.44
428,680,"MARZO",60.03,418.44
429,2164,"MARZO",147.01,359.28
430,1919,"MARZO",147.01,359.28
431,2405,"MARZO",147.01,359.28
432,2207,"MARZO",210.41,374.92
433,2326,"MARZO",147.01,359.28
434,1445,"MARZO",155.26,404.67
435,767,"MARZO",155.26,404.67
436,1673,"MARZO",210.41,374.92
437,2515,"MARZO",210.41,374.92
438,1848,"MARZO",155.26,404.67
439,825,"MARZO",101.75,408.46
440,822,"MARZO",101.75,408.46
441,826,"MARZO",101.75,408.46
442,814,"MARZO",101.75,408.46
443,820,"MARZO",101.75,408.46
444,836,"MARZO",95.44,408.46
445,841,"MARZO",95.44,408.46
446,832,"MARZO",95.44,408.46
447,840,"MARZO",95.44,408.46
448,834,"MARZO",95.44,408.46
449,882,"MARZO",129.27,408.46
450,863,"MARZO",101.75,408.46
451,1676,"MARZO",101.75,408.46
452,887,"MARZO",129.27,408.46
453,873,"MARZO",101.75,408.46
454,898,"MARZO",94.27,408.46
455,893,"MARZO",94.27,408.46
456,907,"MARZO",94.27,408.46
457,908,"MARZO",94.27,408.46
458,902,"MARZO",94.27,408.46
459,937,"MARZO",94.27,408.46
460,959,"MARZO",94.27,408.46
461,925,"MARZO",94.27,408.46
462,943,"MARZO",94.27,408.46
463,954,"MARZO",94.27,408.46
464,978,"MARZO",147.01,359.28
465,962,"MARZO",210.41,374.92
466,963,"MARZO",147.01,359.28
467,974,"MARZO",147.01,359.28
468,977,"MARZO",147.01,359.28
469,966,"MARZO",147.01,359.28
470,991,"MARZO",129.27,408.46
471,1003,"MARZO",129.27,408.46
472,1020,"MARZO",129.27,408.46
473,999,"MARZO",60.03,418.44
474,1000,"MARZO",129.27,408.46
475,1035,"MARZO",155.26,404.67
476,1684,"MARZO",155.26,404.67
477,1040,"MARZO",155.26,404.67
478,1028,"MARZO",155.26,404.67
479,1064,"MARZO",155.26,404.67
480,1086,"MARZO",210.41,374.92
481,2651,"MARZO",210.41,374.92
482,2586,"MARZO",210.41,374.92
483,2589,"MARZO",210.41,374.92
484,2653,"MARZO",210.41,374.92
485,1885,"MARZO",95.44,408.46
486,1149,"MARZO",95.44,408.46
487,1891,"MARZO",95.44,408.46
488,2671,"MARZO",95.44,408.46
489,1175,"MARZO",95.44,408.46
490,1189,"MARZO",101.75,408.46
491,1186,"MARZO",101.75,408.46
492,1198,"MARZO",101.75,408.46
493,1522,"MARZO",101.75,408.46
494,1177,"MARZO",101.75,408.46
495,39,"ABRIL",101.75,408.47
496,44,"ABRIL",101.75,408.47
497,47,"ABRIL",101.75,408.47
498,37,"ABRIL",101.75,408.47
499,46,"ABRIL",101.75,408.47
500,51,"ABRIL",93.44,372.84
501,50,"ABRIL",93.44,372.84
502,49,"ABRIL",93.44,372.84
503,48,"ABRIL",93.44,372.84
504,52,"ABRIL",93.44,372.84
505,53,"ABRIL",93.44,267.26
506,54,"ABRIL",93.44,267.26
507,55,"ABRIL",93.44,267.26
508,57,"ABRIL",93.44,267.26
509,56,"ABRIL",93.44,267.26
510,66,"ABRIL",147.01,359.29
511,61,"ABRIL",95.44,408.47
512,62,"ABRIL",95.44,408.47
513,67,"ABRIL",95.44,408.47
514,64,"ABRIL",95.44,408.47
515,86,"ABRIL",147.01,359.29
516,1529,"ABRIL",147.01,359.29
517,1315,"ABRIL",147.01,359.29
518,73,"ABRIL",147.01,359.29
519,91,"ABRIL",147.01,359.29
520,120,"ABRIL",75.79,418.45
521,139,"ABRIL",75.79,418.45
522,138,"ABRIL",75.79,418.45
523,166,"ABRIL",75.79,418.45
524,121,"ABRIL",75.79,418.45
525,175,"ABRIL",70.09,418.45
526,183,"ABRIL",70.09,418.45
527,182,"ABRIL",89.49,418.45
528,182,"ABRIL",63.15,418.45
529,179,"ABRIL",63.15,418.45
530,173,"ABRIL",63.15,418.45
531,173,"ABRIL",70.09,418.45
532,204,"ABRIL",101.75,408.47
533,210,"ABRIL",60.03,418.45
534,201,"ABRIL",60.03,418.45
535,207,"ABRIL",60.03,418.45
536,217,"ABRIL",60.03,418.45
537,227,"ABRIL",161.46,408.31
538,225,"ABRIL",161.46,408.31
539,228,"ABRIL",161.46,408.31
540,226,"ABRIL",161.46,408.31
541,230,"ABRIL",161.46,408.31
542,251,"ABRIL",75.79,418.45
543,241,"ABRIL",75.79,418.45
544,263,"ABRIL",75.79,418.45
545,256,"ABRIL",75.79,418.45
546,242,"ABRIL",75.79,418.45
547,1993,"ABRIL",70.09,418.45
548,1535,"ABRIL",89.49,418.45
549,1254,"ABRIL",70.09,418.45
550,279,"ABRIL",229.58,380.02
551,1251,"ABRIL",70.09,418.45
552,368,"ABRIL",101.75,408.47
553,337,"ABRIL",101.75,408.47
554,365,"ABRIL",101.75,408.47
555,342,"ABRIL",101.75,408.47
556,343,"ABRIL",161.46,408.31
557,334,"ABRIL",101.75,408.47
558,416,"ABRIL",229.58,380.02
559,1273,"ABRIL",229.58,380.02
560,377,"ABRIL",229.58,380.02
561,1594,"ABRIL",229.58,380.02
562,1784,"ABRIL",229.58,380.02
563,1549,"ABRIL",155.26,404.68
564,1551,"ABRIL",129.27,408.47
565,1552,"ABRIL",129.27,408.47
566,433,"ABRIL",155.26,404.68
567,1365,"ABRIL",155.26,404.68
568,468,"ABRIL",155.26,404.68
569,540,"ABRIL",166.57,408.47
570,1370,"ABRIL",101.75,408.47
571,1300,"ABRIL",166.57,408.47
572,1374,"ABRIL",161.46,408.31
573,2017,"ABRIL",166.57,408.47
574,1616,"ABRIL",161.46,408.31
575,1617,"ABRIL",229.58,380.02
576,1391,"ABRIL",161.46,408.31
577,555,"ABRIL",161.46,408.31
578,559,"ABRIL",161.46,408.31
579,1400,"ABRIL",161.46,408.31
580,1401,"ABRIL",161.46,408.31
581,614,"ABRIL",229.58,380.02
582,610,"ABRIL",229.58,380.02
583,605,"ABRIL",229.58,380.02
584,621,"ABRIL",229.58,380.02
585,607,"ABRIL",229.58,380.02
586,652,"ABRIL",166.57,408.47
587,650,"ABRIL",166.57,408.47
588,641,"ABRIL",166.57,408.47
589,655,"ABRIL",166.57,408.47
590,639,"ABRIL",166.57,408.47
591,1409,"ABRIL",60.03,418.45
592,680,"ABRIL",60.03,418.45
593,691,"ABRIL",60.03,418.45
594,683,"ABRIL",60.03,418.45
595,688,"ABRIL",60.03,418.45
596,2323,"ABRIL",147.01,359.29
597,1427,"ABRIL",147.01,359.29
598,720,"ABRIL",147.01,359.29
599,1829,"ABRIL",147.01,359.29
600,2405,"ABRIL",147.01,359.29
601,1448,"ABRIL",155.26,404.68
602,2508,"ABRIL",155.26,404.68
603,807,"ABRIL",155.26,404.68
604,2544,"ABRIL",155.26,404.68
605,1655,"ABRIL",155.26,404.68
606,814,"ABRIL",101.75,408.47
607,828,"ABRIL",101.75,408.47
608,821,"ABRIL",101.75,408.47
609,817,"ABRIL",101.75,408.47
610,823,"ABRIL",129.27,408.47
611,841,"ABRIL",95.44,408.47
612,836,"ABRIL",95.44,408.47
613,834,"ABRIL",95.44,408.47
614,833,"ABRIL",95.44,408.47
615,832,"ABRIL",95.44,408.47
616,865,"ABRIL",129.27,408.47
617,882,"ABRIL",129.27,408.47
618,875,"ABRIL",129.27,408.47
619,850,"ABRIL",129.27,408.47
620,853,"ABRIL",129.27,408.47
621,893,"ABRIL",94.27,408.47
622,904,"ABRIL",94.27,408.47
623,908,"ABRIL",94.27,408.47
624,898,"ABRIL",94.27,408.47
625,910,"ABRIL",94.27,408.47
626,913,"ABRIL",94.27,408.47
627,921,"ABRIL",94.27,408.47
628,1472,"ABRIL",94.27,408.47
629,925,"ABRIL",94.27,408.47
630,920,"ABRIL",94.27,408.47
631,976,"ABRIL",147.01,359.29
632,970,"ABRIL",147.01,359.29
633,977,"ABRIL",147.01,359.29
634,973,"ABRIL",147.01,359.29
635,968,"ABRIL",147.01,359.29
636,992,"ABRIL",129.27,408.47
637,1014,"ABRIL",129.27,408.47
638,995,"ABRIL",129.27,408.47
639,997,"ABRIL",129.27,408.47
640,1010,"ABRIL",60.03,418.45
641,1060,"ABRIL",155.26,404.68
642,1682,"ABRIL",155.26,404.68
643,1026,"ABRIL",155.26,404.68
644,1864,"ABRIL",155.26,404.68
645,1473,"ABRIL",155.26,404.68
646,1699,"ABRIL",129.27,408.47
647,1700,"ABRIL",129.27,408.47
648,2571,"ABRIL",210.41,374.93
649,1082,"ABRIL",129.27,408.47
650,2643,"ABRIL",210.41,374.93
651,1102,"ABRIL",210.41,374.93
652,2673,"ABRIL",95.44,408.47
653,1171,"ABRIL",95.44,408.47
654,1148,"ABRIL",95.44,408.47
655,2672,"ABRIL",95.44,408.47
656,1129,"ABRIL",95.44,408.47
657,1180,"ABRIL",101.75,408.47
658,1224,"ABRIL",101.75,408.47
659,1894,"ABRIL",101.75,408.47
660,1186,"ABRIL",101.75,408.47
661,1178,"ABRIL",101.75,408.47
662,39,"MAYO",101.75,408.47
663,38,"MAYO",101.75,408.47
664,42,"MAYO",101.75,408.47
665,47,"MAYO",101.75,408.47
666,41,"MAYO",101.75,408.47
667,51,"MAYO",93.44,372.85
668,50,"MAYO",93.44,372.85
669,49,"MAYO",93.44,372.85
670,48,"MAYO",93.44,372.85
671,52,"MAYO",93.44,372.85
672,53,"MAYO",93.44,267.27
673,54,"MAYO",93.44,267.27
674,55,"MAYO",93.44,267.27
675,57,"MAYO",93.44,267.27
676,56,"MAYO",93.44,267.27
677,65,"MAYO",95.44,408.47
678,67,"MAYO",95.44,408.47
679,63,"MAYO",95.44,408.47
680,59,"MAYO",95.44,408.47
681,68,"MAYO",95.44,408.47
682,112,"MAYO",147.01,359.3
683,97,"MAYO",147.01,359.3
684,1718,"MAYO",147.01,359.3
685,99,"MAYO",147.01,359.3
686,1240,"MAYO",147.01,359.3
687,142,"MAYO",75.79,418.46
688,151,"MAYO",75.79,418.46
689,1245,"MAYO",75.79,418.46
690,163,"MAYO",75.79,418.46
691,121,"MAYO",75.79,418.46
692,181,"MAYO",89.49,418.46
693,181,"MAYO",63.15,418.46
694,183,"MAYO",70.09,418.46
695,176,"MAYO",70.09,418.46
696,172,"MAYO",89.49,418.46
697,172,"MAYO",63.15,418.46
698,174,"MAYO",70.09,418.46
699,203,"MAYO",60.03,418.46
700,213,"MAYO",60.03,418.46
701,205,"MAYO",60.03,418.46
702,219,"MAYO",60.03,418.46
703,185,"MAYO",75.79,418.46
704,227,"MAYO",161.46,408.31
705,228,"MAYO",161.46,408.31
706,229,"MAYO",161.46,408.31
707,226,"MAYO",161.46,408.31
708,232,"MAYO",161.46,408.31
709,268,"MAYO",75.79,418.46
710,254,"MAYO",75.79,418.46
711,265,"MAYO",75.79,418.46
712,261,"MAYO",75.79,418.46
713,237,"MAYO",75.79,418.46
714,1265,"MAYO",70.09,418.46
715,279,"MAYO",229.58,380.03
716,298,"MAYO",89.49,418.46
717,1995,"MAYO",70.09,418.46
718,1262,"MAYO",70.09,418.46
719,369,"MAYO",101.75,408.47
720,323,"MAYO",101.75,408.47
721,327,"MAYO",101.75,408.47
722,356,"MAYO",101.75,408.47
723,345,"MAYO",101.75,408.47
724,1273,"MAYO",229.58,380.03
725,390,"MAYO",229.58,380.03
726,423,"MAYO",229.58,380.03
727,392,"MAYO",229.58,380.03
728,379,"MAYO",229.58,380.03
729,429,"MAYO",155.26,404.68
730,1365,"MAYO",155.26,404.68
731,1283,"MAYO",155.26,404.68
732,1792,"MAYO",155.26,404.68
733,1366,"MAYO",129.27,408.47
734,1566,"MAYO",166.57,408.47
