"id_infraestructura","id_region","mes","distribucion","capacidad"
735,1385,"MAYO",166.57,408.47
736,2018,"MAYO",161.46,408.31
737,2019,"MAYO",161.46,408.31
738,485,"MAYO",161.46,408.31
739,1289,"MAYO",166.57,408.47
740,2031,"MAYO",161.46,408.31
741,2028,"MAYO",161.46,408.31
742,1389,"MAYO",101.75,408.47
743,1390,"MAYO",229.58,380.03
744,1399,"MAYO",161.46,408.31
745,1799,"MAYO",101.75,408.47
746,627,"MAYO",229.58,380.03
747,614,"MAYO",229.58,380.03
748,630,"MAYO",229.58,380.03
749,634,"MAYO",229.58,380.03
750,610,"MAYO",229.58,380.03
751,640,"MAYO",166.57,408.47
752,649,"MAYO",166.57,408.47
753,653,"MAYO",166.57,408.47
754,648,"MAYO",166.57,408.47
755,652,"MAYO",166.57,408.47
756,676,"MAYO",60.03,418.46
757,685,"MAYO",60.03,418.46
758,674,"MAYO",60.03,418.46
759,662,"MAYO",129.27,408.47
760,678,"MAYO",60.03,418.46
761,2369,"MAYO",147.01,359.3
762,1919,"MAYO",147.01,359.3
763,1633,"MAYO",147.01,359.3
764,2242,"MAYO",147.01,359.3
765,2314,"MAYO",147.01,359.3
766,2478,"MAYO",155.26,404.68
767,797,"MAYO",210.41,374.94
768,777,"MAYO",129.27,408.47
769,2559,"MAYO",155.26,404.68
770,767,"MAYO",155.26,404.68
771,824,"MAYO",101.75,408.47
772,821,"MAYO",101.75,408.47
773,819,"MAYO",101.75,408.47
774,817,"MAYO",101.75,408.47
775,822,"MAYO",101.75,408.47
776,840,"MAYO",95.44,408.47
777,834,"MAYO",95.44,408.47
778,837,"MAYO",95.44,408.47
779,841,"MAYO",95.44,408.47
780,833,"MAYO",95.44,408.47
781,868,"MAYO",129.27,408.47
782,849,"MAYO",129.27,408.47
783,881,"MAYO",129.27,408.47
784,864,"MAYO",129.27,408.47
785,870,"MAYO",129.27,408.47
786,909,"MAYO",94.27,408.47
787,901,"MAYO",94.27,408.47
788,905,"MAYO",94.27,408.47
789,892,"MAYO",94.27,408.47
790,894,"MAYO",94.27,408.47
791,957,"MAYO",94.27,408.47
792,945,"MAYO",94.27,408.47
793,1681,"MAYO",94.27,408.47
794,930,"MAYO",94.27,408.47
795,947,"MAYO",94.27,408.47
796,972,"MAYO",147.01,359.3
797,961,"MAYO",147.01,359.3
798,970,"MAYO",147.01,359.3
799,973,"MAYO",147.01,359.3
800,968,"MAYO",147.01,359.3
801,1011,"MAYO",60.03,418.46
802,992,"MAYO",129.27,408.47
803,982,"MAYO",129.27,408.47
804,998,"MAYO",60.03,418.46
805,1008,"MAYO",129.27,408.47
806,1683,"MAYO",155.26,404.68
807,1055,"MAYO",155.26,404.68
808,1685,"MAYO",155.26,404.68
809,1042,"MAYO",155.26,404.68
810,1061,"MAYO",155.26,404.68
811,1869,"MAYO",210.41,374.94
812,2620,"MAYO",210.41,374.94
813,1113,"MAYO",210.41,374.94
814,1978,"MAYO",129.27,408.47
815,1979,"MAYO",129.27,408.47
816,1104,"MAYO",210.41,374.94
817,1175,"MAYO",95.44,408.47
818,1129,"MAYO",95.44,408.47
819,1889,"MAYO",95.44,408.47
820,1154,"MAYO",95.44,408.47
821,1172,"MAYO",95.44,408.47
822,1191,"MAYO",101.75,408.47
823,1179,"MAYO",101.75,408.47
824,1895,"MAYO",101.75,408.47
825,1188,"MAYO",101.75,408.47
826,1220,"MAYO",101.75,408.47
827,37,"JUNIO",101.75,408.47
828,46,"JUNIO",101.75,408.47
829,41,"JUNIO",101.75,408.47
830,42,"JUNIO",101.75,408.47
831,39,"JUNIO",101.75,408.47
832,51,"JUNIO",93.44,372.85
833,50,"JUNIO",93.44,372.85
834,49,"JUNIO",93.44,372.85
835,48,"JUNIO",93.44,372.85
836,52,"JUNIO",93.44,372.85
837,53,"JUNIO",93.44,267.27
838,54,"JUNIO",93.44,267.27
839,55,"JUNIO",93.44,267.27
840,57,"JUNIO",93.44,267.27
841,56,"JUNIO",93.44,267.27
842,59,"JUNIO",95.44,408.47
843,68,"JUNIO",95.44,408.47
844,64,"JUNIO",95.44,408.47
845,61,"JUNIO",95.44,408.47
846,58,"JUNIO",95.44,408.47
847,116,"JUNIO",147.01,359.3
848,1336,"JUNIO",147.01,359.3
849,91,"JUNIO",147.01,359.3
850,1318,"JUNIO",147.01,359.3
851,112,"JUNIO",147.01,359.3
852,145,"JUNIO",75.79,418.45
853,1345,"JUNIO",75.79,418.45
854,167,"JUNIO",75.79,418.45
855,146,"JUNIO",75.79,418.45
856,141,"JUNIO",75.79,418.45
857,173,"JUNIO",63.15,418.45
858,173,"JUNIO",70.09,418.45
859,179,"JUNIO",63.15,418.45
860,182,"JUNIO",89.49,418.45
861,182,"JUNIO",63.15,418.45
862,178,"JUNIO",63.15,418.45
863,181,"JUNIO",89.49,418.45
864,181,"JUNIO",63.15,418.45
865,221,"JUNIO",60.03,418.45
866,186,"JUNIO",60.03,418.45
867,192,"JUNIO",60.03,418.45
868,193,"JUNIO",60.03,418.45
869,220,"JUNIO",60.03,418.45
870,229,"JUNIO",161.46,408.31
871,231,"JUNIO",161.46,408.31
872,224,"JUNIO",161.46,408.31
873,227,"JUNIO",161.46,408.31
874,230,"JUNIO",161.46,408.31
875,269,"JUNIO",75.79,418.45
876,235,"JUNIO",75.79,418.45
877,252,"JUNIO",75.79,418.45
878,238,"JUNIO",94.27,408.47
879,264,"JUNIO",75.79,418.45
880,1355,"JUNIO",70.09,418.45
881,1725,"JUNIO",89.49,418.45
882,1592,"JUNIO",229.58,380.02
883,1593,"JUNIO",70.09,418.45
884,1265,"JUNIO",70.09,418.45
885,1991,"JUNIO",70.09,418.45
886,340,"JUNIO",101.75,408.47
887,363,"JUNIO",101.75,408.47
888,370,"JUNIO",101.75,408.47
889,369,"JUNIO",101.75,408.47
890,359,"JUNIO",101.75,408.47
891,1596,"JUNIO",229.58,380.02
892,381,"JUNIO",229.58,380.02
893,395,"JUNIO",229.58,380.02
894,411,"JUNIO",229.58,380.02
895,400,"JUNIO",229.58,380.02
896,1276,"JUNIO",129.27,408.47
897,1792,"JUNIO",155.26,404.68
898,1284,"JUNIO",129.27,408.47
899,433,"JUNIO",155.26,404.68
900,472,"JUNIO",129.27,408.47
901,510,"JUNIO",101.75,408.47
902,524,"JUNIO",101.75,408.47
903,525,"JUNIO",166.57,408.47
904,1796,"JUNIO",166.57,408.47
905,1793,"JUNIO",161.46,408.31
906,1297,"JUNIO",161.46,408.31
907,1298,"JUNIO",161.46,408.31
908,1576,"JUNIO",161.46,408.31
909,2028,"JUNIO",161.46,408.31
910,1391,"JUNIO",161.46,408.31
911,583,"JUNIO",161.46,408.31
912,592,"JUNIO",161.46,408.31
913,622,"JUNIO",229.58,380.02
914,628,"JUNIO",229.58,380.02
915,635,"JUNIO",155.26,404.68
916,636,"JUNIO",229.58,380.02
917,610,"JUNIO",229.58,380.02
918,626,"JUNIO",229.58,380.02
919,639,"JUNIO",166.57,408.47
920,653,"JUNIO",166.57,408.47
921,655,"JUNIO",166.57,408.47
922,657,"JUNIO",166.57,408.47
923,656,"JUNIO",166.57,408.47
924,698,"JUNIO",60.03,418.45
925,689,"JUNIO",60.03,418.45
926,1409,"JUNIO",60.03,418.45
927,694,"JUNIO",60.03,418.45
928,702,"JUNIO",60.03,418.45
929,1426,"JUNIO",147.01,359.3
930,711,"JUNIO",147.01,359.3
931,2335,"JUNIO",147.01,359.3
932,2076,"JUNIO",147.01,359.3
933,2289,"JUNIO",147.01,359.3
934,1951,"JUNIO",155.26,404.68
935,2484,"JUNIO",155.26,404.68
936,2485,"JUNIO",229.58,380.02
937,2558,"JUNIO",155.26,404.68
938,771,"JUNIO",155.26,404.68
939,2552,"JUNIO",155.26,404.68
940,814,"JUNIO",101.75,408.47
941,817,"JUNIO",101.75,408.47
942,821,"JUNIO",101.75,408.47
943,813,"JUNIO",101.75,408.47
944,820,"JUNIO",101.75,408.47
945,832,"JUNIO",95.44,408.47
946,836,"JUNIO",95.44,408.47
947,834,"JUNIO",95.44,408.47
948,833,"JUNIO",95.44,408.47
949,839,"JUNIO",95.44,408.47
950,1858,"JUNIO",129.27,408.47
951,847,"JUNIO",129.27,408.47
952,866,"JUNIO",129.27,408.47
953,873,"JUNIO",101.75,408.47
954,889,"JUNIO",129.27,408.47
955,907,"JUNIO",94.27,408.47
956,908,"JUNIO",94.27,408.47
957,900,"JUNIO",94.27,408.47
958,903,"JUNIO",94.27,408.47
959,909,"JUNIO",94.27,408.47
960,924,"JUNIO",94.27,408.47
961,913,"JUNIO",94.27,408.47
962,943,"JUNIO",94.27,408.47
963,947,"JUNIO",94.27,408.47
964,1469,"JUNIO",94.27,408.47
965,967,"JUNIO",147.01,359.3
966,970,"JUNIO",147.01,359.3
967,975,"JUNIO",147.01,359.3
968,961,"JUNIO",147.01,359.3
969,966,"JUNIO",147.01,359.3
970,997,"JUNIO",129.27,408.47
971,1015,"JUNIO",129.27,408.47
972,995,"JUNIO",129.27,408.47
973,1014,"JUNIO",129.27,408.47
974,1021,"JUNIO",129.27,408.47
975,1061,"JUNIO",155.26,404.68
976,1056,"JUNIO",155.26,404.68
977,1045,"JUNIO",155.26,404.68
978,1053,"JUNIO",155.26,404.68
979,1030,"JUNIO",155.26,404.68
980,1499,"JUNIO",210.41,374.94
981,1123,"JUNIO",210.41,374.94
982,2640,"JUNIO",129.27,408.47
983,2641,"JUNIO",129.27,408.47
984,1975,"JUNIO",210.41,374.94
985,1099,"JUNIO",210.41,374.94
986,1514,"JUNIO",95.44,408.47
987,2678,"JUNIO",95.44,408.47
988,1884,"JUNIO",95.44,408.47
989,1511,"JUNIO",95.44,408.47
990,1711,"JUNIO",95.44,408.47
991,1198,"JUNIO",101.75,408.47
992,1895,"JUNIO",101.75,408.47
993,1206,"JUNIO",101.75,408.47
994,1180,"JUNIO",101.75,408.47
995,1179,"JUNIO",101.75,408.47
996,41,"JULIO",101.75,420.02
997,45,"JULIO",101.75,420.02
998,40,"JULIO",101.75,420.02
999,38,"JULIO",101.75,420.02
1000,42,"JULIO",101.75,420.02
1001,51,"JULIO",93.44,383.39
1002,50,"JULIO",93.44,383.39
1003,49,"JULIO",93.44,383.39
1004,48,"JULIO",93.44,383.39
1005,52,"JULIO",93.44,383.39
1006,53,"JULIO",93.44,274.82
1007,54,"JULIO",93.44,274.82
1008,55,"JULIO",93.44,274.82
1009,57,"JULIO",93.44,274.82
1010,56,"JULIO",93.44,274.82
1011,68,"JULIO",95.44,420.02
1012,58,"JULIO",95.44,420.02
1013,61,"JULIO",95.44,420.02
1014,59,"JULIO",95.44,420.02
1015,65,"JULIO",95.44,420.02
1016,1241,"JULIO",147.01,369.45
1017,109,"JULIO",147.01,369.45
1018,1311,"JULIO",147.01,369.45
1019,71,"JULIO",147.01,369.45
1020,1579,"JULIO",147.01,369.45
1021,143,"JULIO",75.79,430.29
1022,163,"JULIO",75.79,430.29
1023,159,"JULIO",75.79,430.29
1024,150,"JULIO",75.79,430.29
1025,1243,"JULIO",75.79,430.29
1026,171,"JULIO",70.09,430.29
1027,180,"JULIO",89.49,430.29
1028,180,"JULIO",63.15,430.29
1029,180,"JULIO",70.09,430.29
1030,178,"JULIO",63.15,430.29
1031,175,"JULIO",70.09,430.29
1032,182,"JULIO",89.49,430.29
1033,182,"JULIO",63.15,430.29
1034,217,"JULIO",60.03,430.29
1035,203,"JULIO",60.03,430.29
1036,202,"JULIO",60.03,430.29
1037,221,"JULIO",60.03,430.29
1038,214,"JULIO",60.03,430.29
1039,230,"JULIO",161.46,419.85
1040,226,"JULIO",161.46,419.85
1041,229,"JULIO",161.46,419.85
1042,231,"JULIO",161.46,419.85
1043,223,"JULIO",161.46,419.85
1044,243,"JULIO",75.79,430.29
1045,249,"JULIO",75.79,430.29
1046,256,"JULIO",75.79,430.29
1047,263,"JULIO",75.79,430.29
1048,235,"JULIO",75.79,430.29
1049,285,"JULIO",63.15,430.29
1050,1255,"JULIO",63.15,430.29
1051,298,"JULIO",89.49,430.29
1052,311,"JULIO",229.58,390.77
1053,318,"JULIO",229.58,390.77
1054,351,"JULIO",101.75,420.02
1055,352,"JULIO",161.46,419.85
1056,369,"JULIO",101.75,420.02
1057,324,"JULIO",101.75,420.02
1058,325,"JULIO",161.46,419.85
1059,365,"JULIO",101.75,420.02
1060,334,"JULIO",101.75,420.02
1061,426,"JULIO",229.58,390.77
1062,376,"JULIO",229.58,390.77
1063,1361,"JULIO",229.58,390.77
1064,387,"JULIO",229.58,390.77
1065,421,"JULIO",155.26,416.12
1066,422,"JULIO",229.58,390.77
1067,440,"JULIO",155.26,416.12
1068,1790,"JULIO",129.27,420.02
1069,460,"JULIO",155.26,416.12
1070,457,"JULIO",129.27,420.02
1071,451,"JULIO",129.27,420.02
1072,496,"JULIO",166.57,420.02
1073,502,"JULIO",161.46,419.85
1074,503,"JULIO",161.46,419.85
1075,1604,"JULIO",166.57,420.02
1076,482,"JULIO",166.57,420.02
1077,501,"JULIO",166.57,420.02
1078,1571,"JULIO",161.46,419.85
1079,1576,"JULIO",161.46,419.85
1080,1622,"JULIO",161.46,419.85
1081,1800,"JULIO",161.46,419.85
1082,598,"JULIO",161.46,419.85
1083,618,"JULIO",229.58,390.77
1084,620,"JULIO",229.58,390.77
1085,628,"JULIO",229.58,390.77
1086,613,"JULIO",229.58,390.77
1087,627,"JULIO",229.58,390.77
1088,643,"JULIO",166.57,420.02
1089,642,"JULIO",166.57,420.02
1090,653,"JULIO",166.57,420.02
1091,646,"JULIO",166.57,420.02
1092,652,"JULIO",166.57,420.02
1093,662,"JULIO",129.27,420.02
1094,682,"JULIO",60.03,430.29
1095,667,"JULIO",60.03,430.29
1096,663,"JULIO",60.03,430.29
1097,677,"JULIO",60.03,430.29
1098,1632,"JULIO",147.01,369.45
1099,2358,"JULIO",147.01,369.45
1100,2165,"JULIO",147.01,369.45
1101,2125,"JULIO",147.01,369.45
1102,2195,"JULIO",147.01,369.45
1103,791,"JULIO",155.26,416.12
1104,1853,"JULIO",155.26,416.12
1105,2541,"JULIO",155.26,416.12
1106,2516,"JULIO",155.26,416.12
1107,1671,"JULIO",155.26,416.12
1108,827,"JULIO",101.75,420.02
1109,828,"JULIO",101.75,420.02
1110,822,"JULIO",101.75,420.02
1111,814,"JULIO",101.75,420.02
1112,816,"JULIO",101.75,420.02
1113,833,"JULIO",95.44,420.02
1114,838,"JULIO",95.44,420.02
1115,841,"JULIO",95.44,420.02
1116,836,"JULIO",95.44,420.02
1117,832,"JULIO",95.44,420.02
1118,843,"JULIO",129.27,420.02
1119,867,"JULIO",129.27,420.02
1120,850,"JULIO",129.27,420.02
1121,844,"JULIO",101.75,420.02
1122,878,"JULIO",129.27,420.02
1123,896,"JULIO",166.57,420.02
1124,897,"JULIO",94.27,420.02
1125,893,"JULIO",94.27,420.02
1126,905,"JULIO",94.27,420.02
1127,901,"JULIO",94.27,420.02
1128,903,"JULIO",94.27,420.02
1129,1466,"JULIO",94.27,420.02
1130,948,"JULIO",94.27,420.02
1131,1469,"JULIO",94.27,420.02
1132,923,"JULIO",94.27,420.02
1133,959,"JULIO",94.27,420.02
1134,975,"JULIO",147.01,369.45
1135,961,"JULIO",147.01,369.45
1136,969,"JULIO",147.01,369.45
1137,962,"JULIO",210.41,385.54
1138,963,"JULIO",147.01,369.45
1139,976,"JULIO",147.01,369.45
1140,983,"JULIO",129.27,420.02
1141,979,"JULIO",129.27,420.02
1142,989,"JULIO",129.27,420.02
1143,996,"JULIO",60.03,430.29
1144,1014,"JULIO",129.27,420.02
1145,1026,"JULIO",155.26,416.12
1146,1023,"JULIO",155.26,416.12
1147,1069,"JULIO",155.26,416.12
1148,1060,"JULIO",155.26,416.12
1149,1033,"JULIO",155.26,416.12
1150,2623,"JULIO",210.41,385.54
1151,1083,"JULIO",210.41,385.54
1152,1870,"JULIO",210.41,385.54
1153,2622,"JULIO",210.41,385.54
1154,2573,"JULIO",210.41,385.54
1155,2665,"JULIO",95.44,420.02
1156,1176,"JULIO",95.44,420.02
1157,1510,"JULIO",95.44,420.02
1158,1140,"JULIO",95.44,420.02
1159,1892,"JULIO",95.44,420.02
1160,1191,"JULIO",101.75,420.02
1161,1204,"JULIO",101.75,420.02
1162,1217,"JULIO",101.75,420.02
1163,1179,"JULIO",101.75,420.02
1164,1221,"JULIO",101.75,420.02
1165,44,"AGOSTO",101.75,423.67
1166,39,"AGOSTO",101.75,423.67
1167,46,"AGOSTO",101.75,423.67
1168,43,"AGOSTO",101.75,423.67
1169,38,"AGOSTO",101.75,423.67
1170,51,"AGOSTO",93.44,386.71
1171,50,"AGOSTO",93.44,386.71
1172,49,"AGOSTO",93.44,386.71
1173,48,"AGOSTO",93.44,386.71
1174,52,"AGOSTO",93.44,386.71
1175,53,"AGOSTO",93.44,277.21
1176,54,"AGOSTO",93.44,277.21
1177,55,"AGOSTO",93.44,277.21
1178,57,"AGOSTO",93.44,277.21
1179,56,"AGOSTO",93.44,277.21
1180,65,"AGOSTO",95.44,423.67
1181,58,"AGOSTO",95.44,423.67
1182,59,"AGOSTO",95.44,423.67
1183,64,"AGOSTO",95.44,423.67
1184,62,"AGOSTO",95.44,423.67
1185,1235,"AGOSTO",147.01,372.66
1186,1342,"AGOSTO",147.01,372.66
1187,72,"AGOSTO",147.01,372.66
1188,1318,"AGOSTO",147.01,372.66
1189,1526,"AGOSTO",147.01,372.66
1190,1322,"AGOSTO",75.79,434.02
1191,1243,"AGOSTO",75.79,434.02
1192,1724,"AGOSTO",75.79,434.02
1193,128,"AGOSTO",75.79,434.02
1194,123,"AGOSTO",75.79,434.02
1195,174,"AGOSTO",70.09,434.02
1196,172,"AGOSTO",89.49,434.02
1197,172,"AGOSTO",63.15,434.02
1198,175,"AGOSTO",70.09,434.02
1199,180,"AGOSTO",89.49,434.02
1200,180,"AGOSTO",63.15,434.02
1201,180,"AGOSTO",70.09,434.02
1202,213,"AGOSTO",60.03,434.02
1203,2690,"AGOSTO",60.03,434.02
1204,207,"AGOSTO",60.03,434.02
1205,212,"AGOSTO",101.75,423.67
1206,203,"AGOSTO",60.03,434.02
1207,223,"AGOSTO",60.03,434.02
1208,230,"AGOSTO",161.46,423.5
1209,231,"AGOSTO",161.46,423.5
1210,228,"AGOSTO",161.46,423.5
1211,229,"AGOSTO",161.46,423.5
1212,268,"AGOSTO",75.79,434.02
1213,269,"AGOSTO",75.79,434.02
1214,239,"AGOSTO",75.79,434.02
1215,270,"AGOSTO",75.79,434.02
1216,242,"AGOSTO",75.79,434.02
1217,1352,"AGOSTO",229.58,394.16
1218,1996,"AGOSTO",229.58,394.16
1219,1255,"AGOSTO",63.15,434.02
1220,307,"AGOSTO",70.09,434.02
1221,1590,"AGOSTO",70.09,434.02
1222,331,"AGOSTO",101.75,423.67
1223,328,"AGOSTO",101.75,423.67
1224,357,"AGOSTO",101.75,423.67
1225,346,"AGOSTO",101.75,423.67
1226,347,"AGOSTO",101.75,423.67
1227,1270,"AGOSTO",229.58,394.16
1228,399,"AGOSTO",229.58,394.16
1229,421,"AGOSTO",155.26,419.73
1230,422,"AGOSTO",229.58,394.16
1231,396,"AGOSTO",229.58,394.16
1232,397,"AGOSTO",229.58,394.16
1233,382,"AGOSTO",229.58,394.16
1234,446,"AGOSTO",229.58,394.16
1235,447,"AGOSTO",155.26,419.73
1236,429,"AGOSTO",155.26,419.73
1237,462,"AGOSTO",155.26,419.73
1238,471,"AGOSTO",129.27,423.67
1239,2804,"AGOSTO",129.27,423.67
1240,2020,"AGOSTO",161.46,423.5
1241,2021,"AGOSTO",161.46,423.5
1242,485,"AGOSTO",161.46,423.5
1243,1566,"AGOSTO",166.57,423.67
1244,1303,"AGOSTO",166.57,423.67
1245,1297,"AGOSTO",161.46,423.5
1246,1298,"AGOSTO",161.46,423.5
1247,549,"AGOSTO",161.46,423.5
1248,581,"AGOSTO",161.46,423.5
1249,587,"AGOSTO",161.46,423.5
1250,570,"AGOSTO",161.46,423.5
1251,2031,"AGOSTO",161.46,423.5
1252,634,"AGOSTO",229.58,394.16
1253,608,"AGOSTO",229.58,394.16
1254,629,"AGOSTO",229.58,394.16
1255,631,"AGOSTO",229.58,394.16
1256,627,"AGOSTO",229.58,394.16
1257,641,"AGOSTO",166.57,423.67
1258,645,"AGOSTO",166.57,423.67
1259,646,"AGOSTO",166.57,423.67
1260,647,"AGOSTO",166.57,423.67
1261,651,"AGOSTO",166.57,423.67
1262,692,"AGOSTO",60.03,434.02
1263,689,"AGOSTO",60.03,434.02
1264,671,"AGOSTO",60.03,434.02
1265,660,"AGOSTO",60.03,434.02
1266,705,"AGOSTO",60.03,434.02
1267,2353,"AGOSTO",147.01,372.66
1268,2232,"AGOSTO",147.01,372.66
1269,2233,"AGOSTO",147.01,372.66
1270,2156,"AGOSTO",147.01,372.66
1271,2177,"AGOSTO",210.41,388.88
1272,1839,"AGOSTO",210.41,388.88
1273,2549,"AGOSTO",155.26,419.73
1274,1673,"AGOSTO",210.41,388.88
1275,2522,"AGOSTO",155.26,419.73
1276,2523,"AGOSTO",210.41,388.88
1277,1848,"AGOSTO",155.26,419.73
1278,830,"AGOSTO",101.75,423.67
1279,827,"AGOSTO",101.75,423.67
1280,823,"AGOSTO",129.27,423.67
1281,824,"AGOSTO",101.75,423.67
1282,821,"AGOSTO",101.75,423.67
1283,836,"AGOSTO",95.44,423.67
1284,832,"AGOSTO",95.44,423.67
1285,835,"AGOSTO",95.44,423.67
1286,837,"AGOSTO",95.44,423.67
1287,841,"AGOSTO",95.44,423.67
1288,879,"AGOSTO",129.27,423.67
1289,851,"AGOSTO",101.75,423.67
1290,852,"AGOSTO",129.27,423.67
1291,1675,"AGOSTO",129.27,423.67
1292,868,"AGOSTO",129.27,423.67
1293,898,"AGOSTO",94.27,423.67
1294,902,"AGOSTO",94.27,423.67
1295,906,"AGOSTO",94.27,423.67
1296,900,"AGOSTO",94.27,423.67
1297,892,"AGOSTO",94.27,423.67
1298,2570,"AGOSTO",94.27,423.67
1299,946,"AGOSTO",94.27,423.67
1300,1680,"AGOSTO",94.27,423.67
1301,918,"AGOSTO",94.27,423.67
1302,959,"AGOSTO",94.27,423.67
1303,964,"AGOSTO",147.01,372.66
1304,971,"AGOSTO",147.01,372.66
1305,968,"AGOSTO",147.01,372.66
1306,962,"AGOSTO",210.41,388.88
1307,963,"AGOSTO",147.01,372.66
1308,974,"AGOSTO",147.01,372.66
1309,993,"AGOSTO",129.27,423.67
1310,1016,"AGOSTO",60.03,434.02
1311,997,"AGOSTO",129.27,423.67
1312,1017,"AGOSTO",129.27,423.67
1313,999,"AGOSTO",60.03,434.02
1314,1045,"AGOSTO",155.26,419.73
1315,1069,"AGOSTO",155.26,419.73
1316,1041,"AGOSTO",155.26,419.73
1317,1034,"AGOSTO",155.26,419.73
1318,1863,"AGOSTO",155.26,419.73
1319,1697,"AGOSTO",210.41,388.88
1320,1116,"AGOSTO",155.26,419.73
1321,1117,"AGOSTO",210.41,388.88
1322,1865,"AGOSTO",210.41,388.88
1323,2604,"AGOSTO",210.41,388.88
1324,2593,"AGOSTO",129.27,423.67
1325,1173,"AGOSTO",95.44,423.67
1326,2661,"AGOSTO",95.44,423.67
1327,1511,"AGOSTO",95.44,423.67
1328,1893,"AGOSTO",95.44,423.67
1329,1174,"AGOSTO",95.44,423.67
1330,1204,"AGOSTO",101.75,423.67
1331,1196,"AGOSTO",101.75,423.67
1332,1198,"AGOSTO",101.75,423.67
1333,1191,"AGOSTO",101.75,423.67
1334,1202,"AGOSTO",101.75,423.67
1335,47,"SEPTIEMBRE",101.75,423.69
1336,39,"SEPTIEMBRE",101.75,423.69
1337,40,"SEPTIEMBRE",101.75,423.69
1338,41,"SEPTIEMBRE",101.75,423.69
1339,37,"SEPTIEMBRE",101.75,423.69
1340,51,"SEPTIEMBRE",93.44,386.73
1341,50,"SEPTIEMBRE",93.44,386.73
1342,49,"SEPTIEMBRE",93.44,386.73
1343,48,"SEPTIEMBRE",93.44,386.73
1344,52,"SEPTIEMBRE",93.44,386.73
1345,2805,"SEPTIEMBRE",93.44,386.73
1346,54,"SEPTIEMBRE",93.44,277.22
1347,55,"SEPTIEMBRE",93.44,277.22
1348,57,"SEPTIEMBRE",93.44,277.22
1349,56,"SEPTIEMBRE",0.0,0.0
1350,61,"SEPTIEMBRE",95.44,423.69
1351,64,"SEPTIEMBRE",95.44,423.69
1352,63,"SEPTIEMBRE",95.44,423.69
1353,111,"SEPTIEMBRE",147.01,372.68
1354,83,"SEPTIEMBRE",147.01,372.68
1355,95,"SEPTIEMBRE",147.01,372.68
1356,131,"SEPTIEMBRE",75.79,434.04
1357,141,"SEPTIEMBRE",75.79,434.04
1358,155,"SEPTIEMBRE",75.79,434.04
1359,169,"SEPTIEMBRE",63.15,434.04
1360,175,"SEPTIEMBRE",70.09,434.04
1361,182,"SEPTIEMBRE",89.49,434.04
1362,182,"SEPTIEMBRE",63.15,434.04
1363,185,"SEPTIEMBRE",75.79,434.04
1364,188,"SEPTIEMBRE",60.03,434.04
1365,221,"SEPTIEMBRE",60.03,434.04
1366,226,"SEPTIEMBRE",161.46,423.52
1367,231,"SEPTIEMBRE",161.46,423.52
1368,229,"SEPTIEMBRE",161.46,423.52
1369,242,"SEPTIEMBRE",75.79,434.04
1370,243,"SEPTIEMBRE",75.79,434.04
1371,265,"SEPTIEMBRE",75.79,434.04
1372,1898,"SEPTIEMBRE",229.58,394.18
1373,1533,"SEPTIEMBRE",89.49,434.04
1374,298,"SEPTIEMBRE",89.49,434.04
1375,351,"SEPTIEMBRE",101.75,423.69
1376,352,"SEPTIEMBRE",161.46,423.52
1377,353,"SEPTIEMBRE",101.75,423.69
1378,347,"SEPTIEMBRE",101.75,423.69
1379,420,"SEPTIEMBRE",229.58,394.18
1380,427,"SEPTIEMBRE",229.58,394.18
1381,1595,"SEPTIEMBRE",229.58,394.18
1382,434,"SEPTIEMBRE",155.26,419.76
1383,1549,"SEPTIEMBRE",155.26,419.76
1384,479,"SEPTIEMBRE",155.26,419.76
1385,538,"SEPTIEMBRE",166.57,423.69
1386,483,"SEPTIEMBRE",101.75,423.69
1387,484,"SEPTIEMBRE",161.46,423.52
1388,1556,"SEPTIEMBRE",166.57,423.69
1389,1802,"SEPTIEMBRE",161.46,423.52
1390,554,"SEPTIEMBRE",161.46,423.52
1391,1386,"SEPTIEMBRE",161.46,423.52
1392,616,"SEPTIEMBRE",229.58,394.18
1393,618,"SEPTIEMBRE",229.58,394.18
1394,615,"SEPTIEMBRE",229.58,394.18
1395,641,"SEPTIEMBRE",166.57,423.69
1396,653,"SEPTIEMBRE",166.57,423.69
1397,650,"SEPTIEMBRE",166.57,423.69
1398,688,"SEPTIEMBRE",60.03,434.04
1399,680,"SEPTIEMBRE",60.03,434.04
1400,677,"SEPTIEMBRE",60.03,434.04
1401,2303,"SEPTIEMBRE",147.01,372.68
1402,2205,"SEPTIEMBRE",147.01,372.68
1403,1814,"SEPTIEMBRE",147.01,372.68
1404,1445,"SEPTIEMBRE",155.26,419.76
1405,804,"SEPTIEMBRE",155.26,419.76
1406,1844,"SEPTIEMBRE",155.26,419.76
1407,821,"SEPTIEMBRE",101.75,423.69
1408,813,"SEPTIEMBRE",101.75,423.69
1409,825,"SEPTIEMBRE",101.75,423.69
1410,837,"SEPTIEMBRE",95.44,423.69
1411,833,"SEPTIEMBRE",95.44,423.69
1412,835,"SEPTIEMBRE",95.44,423.69
1413,872,"SEPTIEMBRE",129.27,423.69
1414,856,"SEPTIEMBRE",129.27,423.69
1415,870,"SEPTIEMBRE",129.27,423.69
1416,904,"SEPTIEMBRE",94.27,423.69
1417,910,"SEPTIEMBRE",94.27,423.69
1418,909,"SEPTIEMBRE",94.27,423.69
