"id_tarifa","id_region","mes","base","intermedia","punta"
1385,538,"SEPTIEMBRE",1.0757,1.9362,2.1811
1386,483,"SEPTIEMBRE",1.1199,2.0051,2.2873
1387,484,"SEPTIEMBRE",1.1175,2.0079,2.264
1388,1556,"SEPTIEMBRE",1.0757,1.9362,2.1811
1389,1802,"SEPTIEMBRE",1.1175,2.0079,2.264
1390,554,"SEPTIEMBRE",1.1175,2.0079,2.264
1391,1386,"SEPTIEMBRE",1.1175,2.0079,2.264
1392,616,"SEPTIEMBRE",1.0233,1.8228,2.0659
1393,618,"SEPTIEMBRE",1.0233,1.8228,2.0659
1394,615,"SEPTIEMBRE",1.0233,1.8228,2.0659
1395,641,"SEPTIEMBRE",1.0757,1.9362,2.1811
1396,653,"SEPTIEMBRE",1.0757,1.9362,2.1811
1397,650,"SEPTIEMBRE",1.0757,1.9362,2.1811
1398,688,"SEPTIEMBRE",1.0836,1.6935,1.8396
1399,680,"SEPTIEMBRE",1.0836,1.6935,1.8396
1400,677,"SEPTIEMBRE",1.0836,1.6935,1.8396
1401,2303,"SEPTIEMBRE",1.0723,1.8765,2.1071
1402,2205,"SEPTIEMBRE",1.0723,1.8765,2.1071
1403,1814,"SEPTIEMBRE",1.0723,1.8765,2.1071
1404,1445,"SEPTIEMBRE",1.1147,2.0088,2.27
1405,804,"SEPTIEMBRE",1.1147,2.0088,2.27
1406,1844,"SEPTIEMBRE",1.1147,2.0088,2.27
1407,821,"SEPTIEMBRE",1.1199,2.0051,2.2873
1408,813,"SEPTIEMBRE",1.1199,2.0051,2.2873
1409,825,"SEPTIEMBRE",1.1199,2.0051,2.2873
1410,837,"SEPTIEMBRE",1.3135,2.2254,2.4856
1411,833,"SEPTIEMBRE",1.3135,2.2254,2.4856
1412,835,"SEPTIEMBRE",1.3135,2.2254,2.4856
1413,872,"SEPTIEMBRE",1.061,1.8085,2.099
1414,856,"SEPTIEMBRE",1.061,1.8085,2.099
1415,870,"SEPTIEMBRE",1.061,1.8085,2.099
1416,904,"SEPTIEMBRE",1.0279,1.6599,1.8422
1417,910,"SEPTIEMBRE",1.0279,1.6599,1.8422
1418,909,"SEPTIEMBRE",1.0279,1.6599,1.8422
1419,958,"SEPTIEMBRE",1.0279,1.6599,1.8422
1420,931,"SEPTIEMBRE",1.0279,1.6599,1.8422
1421,912,"SEPTIEMBRE",1.0279,1.6599,1.8422
1422,965,"SEPTIEMBRE",1.0723,1.8765,2.1071
1423,969,"SEPTIEMBRE",1.0723,1.8765,2.1071
1424,976,"SEPTIEMBRE",1.0723,1.8765,2.1071
1425,1010,"SEPTIEMBRE",1.0836,1.6935,1.8396
1426,1017,"SEPTIEMBRE",1.061,1.8085,2.099
1427,984,"SEPTIEMBRE",1.061,1.8085,2.099
1428,1682,"SEPTIEMBRE",1.1147,2.0088,2.27
1429,1475,"SEPTIEMBRE",1.1147,2.0088,2.27
1430,1026,"SEPTIEMBRE",1.1147,2.0088,2.27
1431,1480,"SEPTIEMBRE",1.061,1.8085,2.099
1432,1481,"SEPTIEMBRE",1.061,1.8085,2.099
1433,1103,"SEPTIEMBRE",0.984,1.7458,1.9637
1434,2655,"SEPTIEMBRE",0.984,1.7458,1.9637
1435,1888,"SEPTIEMBRE",1.3135,2.2254,2.4856
1436,1155,"SEPTIEMBRE",1.3135,2.2254,2.4856
1437,1153,"SEPTIEMBRE",1.3135,2.2254,2.4856
1438,1197,"SEPTIEMBRE",1.1199,2.0051,2.2873
1439,1210,"SEPTIEMBRE",1.1199,2.0051,2.2873
1440,1208,"SEPTIEMBRE",1.1199,2.0051,2.2873
