"id_region","estado","municipio","division"
1665,"PUEBLA","PIAXTLA","CENTRO ORIENTE"
1664,"PUEBLA","PUEBLA","CENTRO ORIENTE"
760,"PUEBLA","QUECHOLAC","CENTRO ORIENTE"
1451,"PUEBLA","RAFAEL LARA GRAJALES","CENTRO ORIENTE"
800,"PUEBLA","SAN DIEGO LA MESA TOCHIMILTZIN","CENTRO ORIENTE"
1441,"PUEBLA","SAN GABRIEL CHILAC","CENTRO ORIENTE"
1453,"PUEBLA","SAN JERONIMO XAYACATLAN","CENTRO ORIENTE"
810,"PUEBLA","SAN JOSE CHIAPA","CENTRO ORIENTE"
780,"PUEBLA","SAN JOSE MIAHUATLAN","CENTRO ORIENTE"
1446,"PUEBLA","SAN JUAN ATZOMPA","CENTRO ORIENTE"
1671,"PUEBLA","SAN MARTIN TEXMELUCAN","CENTRO ORIENTE"
1656,"PUEBLA","SAN MATIAS TLALANCALECA","CENTRO ORIENTE"
1443,"PUEBLA","SAN NICOLAS BUENOS AIRES","CENTRO ORIENTE"
807,"PUEBLA","SAN NICOLAS DE LOS RANCHOS","CENTRO ORIENTE"
764,"PUEBLA","SAN PABLO ANICANO","CENTRO ORIENTE"
1652,"PUEBLA","SAN PEDRO YELOIXTLAHUACA","CENTRO ORIENTE"
772,"PUEBLA","SAN SALVADOR EL VERDE","CENTRO ORIENTE"
1662,"PUEBLA","TECALI DE HERRERA","CENTRO ORIENTE"
759,"PUEBLA","TEHUITZINGO","CENTRO ORIENTE"
763,"PUEBLA","TENAMPULCO","ORIENTE"
782,"PUEBLA","TEOPANTLAN","CENTRO ORIENTE"
765,"PUEBLA","TEOTLALCO","CENTRO ORIENTE"
766,"PUEBLA","TEOTLALCO","CENTRO SUR"
1666,"PUEBLA","TEPANGO DE RODRIGUEZ","CENTRO ORIENTE"
1667,"PUEBLA","TEPANGO DE RODRIGUEZ","ORIENTE"
779,"PUEBLA","TEPATLAXCO DE HIDALGO","CENTRO ORIENTE"
805,"PUEBLA","TEPEMAXALCO","CENTRO ORIENTE"
804,"PUEBLA","TEPEXI DE RODRIGUEZ","CENTRO ORIENTE"
1669,"PUEBLA","TEPEYAHUALCO DE CUAUHTEMOC","CENTRO ORIENTE"
789,"PUEBLA","TETELA DE OCAMPO","CENTRO ORIENTE"
790,"PUEBLA","TETELA DE OCAMPO","ORIENTE"
798,"PUEBLA","TETELES DE AVILA CASTILLO","ORIENTE"
1661,"PUEBLA","TILAPA","CENTRO ORIENTE"
788,"PUEBLA","TLACHICHUCA","CENTRO ORIENTE"
811,"PUEBLA","TLACOTEPEC DE BENITO JUAREZ","CENTRO ORIENTE"
791,"PUEBLA","TLALTENANGO","CENTRO ORIENTE"
1457,"PUEBLA","TLATLAUQUITEPEC","CENTRO ORIENTE"
1458,"PUEBLA","TLATLAUQUITEPEC","ORIENTE"
762,"PUEBLA","TOCHTEPEC","CENTRO ORIENTE"
778,"PUEBLA","TUZAMAPAN DE GALEANA","ORIENTE"
797,"PUEBLA","VENUSTIANO CARRANZA","ORIENTE"
1672,"PUEBLA","VICENTE GUERRERO","CENTRO ORIENTE"
786,"PUEBLA","XAYACATLAN DE BRAVO","CENTRO ORIENTE"
1452,"PUEBLA","XICOTLAN","CENTRO ORIENTE"
799,"PUEBLA","XIUTETELCO","ORIENTE"
774,"PUEBLA","XOCHITLAN DE VICENTE SUAREZ","ORIENTE"
1449,"PUEBLA","ZACAPALA","CENTRO ORIENTE"
1450,"PUEBLA","ZACAPALA","ORIENTE"
770,"PUEBLA","ZACATLAN","CENTRO ORIENTE"
776,"PUEBLA","ZAPOTITLAN","CENTRO ORIENTE"
1444,"PUEBLA","ZAPOTITLAN DE MENDEZ","ORIENTE"
794,"PUEBLA","ZAUTLA","CENTRO ORIENTE"
795,"PUEBLA","ZAUTLA","ORIENTE"
808,"PUEBLA","ZIHUATEUTLA","ORIENTE"
1455,"PUEBLA","ZOQUITLAN","CENTRO ORIENTE"
1456,"PUEBLA","ZOQUITLAN","ORIENTE"
829,"QUERÉTARO","AMEALCO DE BONFIL","BAJÍO"
818,"QUERÉTARO","ARROYO SECO","BAJÍO Y GOLFO CENTRO"
821,"QUERÉTARO","CADEREYTA DE MONTES","BAJÍO"
814,"QUERÉTARO","COLON","BAJÍO"
819,"QUERÉTARO","CORREGIDORA","BAJÍO"
824,"QUERÉTARO","EL MARQUES","BAJÍO"
816,"QUERÉTARO","EZEQUIEL MONTES","BAJÍO"
828,"QUERÉTARO","HUIMILPAN","BAJÍO"
823,"QUERÉTARO","JALPAN DE SERRA","GOLFO CENTRO"
815,"QUERÉTARO","LANDA DE MATAMOROS","GOLFO CENTRO"
826,"QUERÉTARO","PEDRO ESCOBEDO","BAJÍO"
817,"QUERÉTARO","PENAMILLER","BAJÍO"
830,"QUERÉTARO","PINAL DE AMOLES","BAJÍO Y GOLFO CENTRO"
820,"QUERÉTARO","QUERETARO","BAJÍO"
827,"QUERÉTARO","SAN JOAQUIN","BAJÍO"
822,"QUERÉTARO","SAN JUAN DEL RIO","BAJÍO"
825,"QUERÉTARO","TEQUISQUIAPAN","BAJÍO"
813,"QUERÉTARO","TOLIMAN","BAJÍO"
835,"QUINTANA ROO","BACALAR","PENINSULAR"
838,"QUINTANA ROO","BENITO JUAREZ","PENINSULAR"
834,"QUINTANA ROO","COZUMEL","PENINSULAR"
836,"QUINTANA ROO","FELIPE CARRILLO PUERTO","PENINSULAR"
839,"QUINTANA ROO","ISLA MUJERES","PENINSULAR"
840,"QUINTANA ROO","JOSE MARIA MORELOS","PENINSULAR"
841,"QUINTANA ROO","LAZARO CARDENAS","PENINSULAR"
837,"QUINTANA ROO","OTHON P. BLANCO","PENINSULAR"
831,"QUINTANA ROO","PUERTO MORELOS","PENINSULAR"
833,"QUINTANA ROO","SOLIDARIDAD","PENINSULAR"
832,"QUINTANA ROO","TULUM","PENINSULAR"
844,"SAN LUIS POTOSÍ","AHUALULCO","BAJÍO Y GOLFO CENTRO"
878,"SAN LUIS POTOSÍ","ALAQUINES","GOLFO CENTRO"
876,"SAN LUIS POTOSÍ","AQUISMON","GOLFO CENTRO"
845,"SAN LUIS POTOSÍ","ARMADILLO DE LOS INFANTE","GOLFO CENTRO"
843,"SAN LUIS POTOSÍ","AXTLA DE TERRAZAS","GOLFO CENTRO"
1674,"SAN LUIS POTOSÍ","CARDENAS","GOLFO CENTRO"
871,"SAN LUIS POTOSÍ","CATORCE","GOLFO CENTRO"
857,"SAN LUIS POTOSÍ","CEDRAL","GOLFO CENTRO"
850,"SAN LUIS POTOSÍ","CERRITOS","GOLFO CENTRO"
881,"SAN LUIS POTOSÍ","CERRO DE SAN PEDRO","GOLFO CENTRO"
875,"SAN LUIS POTOSÍ","CHARCAS","GOLFO CENTRO"
885,"SAN LUIS POTOSÍ","CIUDAD DEL MAIZ","GOLFO CENTRO"
867,"SAN LUIS POTOSÍ","CIUDAD FERNANDEZ","GOLFO CENTRO"
1462,"SAN LUIS POTOSÍ","CIUDAD VALLES","GOLFO CENTRO"
877,"SAN LUIS POTOSÍ","COXCATLAN","GOLFO CENTRO"
884,"SAN LUIS POTOSÍ","EBANO","GOLFO CENTRO"
854,"SAN LUIS POTOSÍ","EL NARANJO","GOLFO CENTRO"
862,"SAN LUIS POTOSÍ","GUADALCAZAR","GOLFO CENTRO"
853,"SAN LUIS POTOSÍ","HUEHUETLAN","GOLFO CENTRO"
872,"SAN LUIS POTOSÍ","MATEHUALA","GOLFO CENTRO"
856,"SAN LUIS POTOSÍ","MATLAPA","GOLFO CENTRO"
891,"SAN LUIS POTOSÍ","MEXQUITIC DE CARMONA","GOLFO CENTRO"
873,"SAN LUIS POTOSÍ","MOCTEZUMA","BAJÍO Y GOLFO CENTRO"
1677,"SAN LUIS POTOSÍ","RAYON","GOLFO CENTRO"
842,"SAN LUIS POTOSÍ","RIOVERDE","GOLFO CENTRO"
1676,"SAN LUIS POTOSÍ","SALINAS","BAJÍO"
868,"SAN LUIS POTOSÍ","SAN ANTONIO","GOLFO CENTRO"
847,"SAN LUIS POTOSÍ","SAN CIRO DE ACOSTA","GOLFO CENTRO"
882,"SAN LUIS POTOSÍ","SAN LUIS POTOSI","GOLFO CENTRO"
886,"SAN LUIS POTOSÍ","SAN MARTIN CHALCHICUAUTLA","GOLFO CENTRO"
890,"SAN LUIS POTOSÍ","SAN VICENTE TANCUAYALAB","GOLFO CENTRO"
866,"SAN LUIS POTOSÍ","SANTA CATARINA","GOLFO CENTRO"
859,"SAN LUIS POTOSÍ","SANTA MARIA DEL RIO","GOLFO CENTRO"
863,"SAN LUIS POTOSÍ","SANTO DOMINGO","BAJÍO Y GOLFO CENTRO"
870,"SAN LUIS POTOSÍ","SOLEDAD DE GRACIANO SANCHEZ","GOLFO CENTRO"
869,"SAN LUIS POTOSÍ","TAMASOPO","GOLFO CENTRO"
846,"SAN LUIS POTOSÍ","TAMAZUNCHALE","GOLFO CENTRO"
1675,"SAN LUIS POTOSÍ","TAMPACAN","GOLFO CENTRO"
889,"SAN LUIS POTOSÍ","TAMPAMOLON CORONA","GOLFO CENTRO"
1461,"SAN LUIS POTOSÍ","TAMUIN","GOLFO CENTRO"
849,"SAN LUIS POTOSÍ","TANCANHUITZ","GOLFO CENTRO"
879,"SAN LUIS POTOSÍ","TANLAJAS","GOLFO CENTRO"
861,"SAN LUIS POTOSÍ","TANQUIAN DE ESCOBEDO","GOLFO CENTRO"
865,"SAN LUIS POTOSÍ","TIERRA NUEVA","GOLFO CENTRO"
851,"SAN LUIS POTOSÍ","VANEGAS","BAJÍO Y GOLFO CENTRO"
848,"SAN LUIS POTOSÍ","VENADO","GOLFO CENTRO"
864,"SAN LUIS POTOSÍ","VILLA DE ARISTA","GOLFO CENTRO"
883,"SAN LUIS POTOSÍ","VILLA DE ARRIAGA","BAJÍO"
888,"SAN LUIS POTOSÍ","VILLA DE GUADALUPE","GOLFO CENTRO"
880,"SAN LUIS POTOSÍ","VILLA DE LA PAZ","GOLFO CENTRO"
858,"SAN LUIS POTOSÍ","VILLA DE RAMOS","BAJÍO"
887,"SAN LUIS POTOSÍ","VILLA DE REYES","GOLFO CENTRO"
874,"SAN LUIS POTOSÍ","VILLA HIDALGO","GOLFO CENTRO"
860,"SAN LUIS POTOSÍ","VILLA JUAREZ","GOLFO CENTRO"
852,"SAN LUIS POTOSÍ","XILITLA","GOLFO CENTRO"
855,"SAN LUIS POTOSÍ","ZARAGOZA","GOLFO CENTRO"
901,"SINALOA","AHOME","NOROESTE"
900,"SINALOA","ANGOSTURA","NOROESTE"
899,"SINALOA","BADIRAGUATO","NOROESTE"
904,"SINALOA","CHOIX","NOROESTE"
892,"SINALOA","CONCORDIA","NOROESTE"
902,"SINALOA","COSALA","NOROESTE"
895,"SINALOA","CULIACAN","NOROESTE"
898,"SINALOA","EL FUERTE","NOROESTE"
910,"SINALOA","ELOTA","NOROESTE"
896,"SINALOA","ESCUINAPA","JALISCO"
897,"SINALOA","ESCUINAPA","NOROESTE"
906,"SINALOA","GUASAVE","NOROESTE"
893,"SINALOA","MAZATLAN","NOROESTE"
908,"SINALOA","MOCORITO","NOROESTE"
905,"SINALOA","NAVOLATO","NOROESTE"
894,"SINALOA","ROSARIO","NOROESTE"
907,"SINALOA","SALVADOR ALVARADO","NOROESTE"
909,"SINALOA","SAN IGNACIO","NOROESTE"
903,"SINALOA","SINALOA","NOROESTE"
923,"SONORA","ACONCHI","NOROESTE"
914,"SONORA","AGUA PRIETA","NOROESTE"
922,"SONORA","ALAMOS","NOROESTE"
1465,"SONORA","ALTAR","NOROESTE"
934,"SONORA","ARIVECHI","NOROESTE"
925,"SONORA","ATIL","NOROESTE"
1680,"SONORA","BACADEHUACHI","NOROESTE"
958,"SONORA","BACANORA","NOROESTE"
942,"SONORA","BACERAC","NOROESTE"
938,"SONORA","BACUM","NOROESTE"
937,"SONORA","BAVIACORA","NOROESTE"
1469,"SONORA","BAVISPE","NOROESTE"
915,"SONORA","BENITO JUAREZ","NOROESTE"
941,"SONORA","BENJAMIN HILL","NOROESTE"
936,"SONORA","CABORCA","NOROESTE"
921,"SONORA","CAJEME","NOROESTE"
951,"SONORA","CANANEA","NOROESTE"
1678,"SONORA","CARBO","NOROESTE"
930,"SONORA","CUCURPE","NOROESTE"
911,"SONORA","CUMPAS","NOROESTE"
913,"SONORA","DIVISADEROS","NOROESTE"
1467,"SONORA","EMPALME","NOROESTE"
917,"SONORA","ETCHOJOA","NOROESTE"
955,"SONORA","FRONTERAS","NOROESTE"
952,"SONORA","GRANADOS","NOROESTE"
928,"SONORA","GUAYMAS","NOROESTE"
1471,"SONORA","HERMOSILLO","NOROESTE"
927,"SONORA","HUACHINERA","NOROESTE"
949,"SONORA","HUASABAS","NOROESTE"
924,"SONORA","HUATABAMPO","NOROESTE"
957,"SONORA","HUEPAC","NOROESTE"
926,"SONORA","IMURIS","NOROESTE"
912,"SONORA","LA COLORADA","NOROESTE"
947,"SONORA","MAGDALENA","NOROESTE"
948,"SONORA","MAZATAN","NOROESTE"
1464,"SONORA","MOCTEZUMA","NOROESTE"
1463,"SONORA","NACO","NOROESTE"
1681,"SONORA","NACORI CHICO","NOROESTE"
1679,"SONORA","NACOZARI DE GARCIA","NOROESTE"
935,"SONORA","NAVOJOA","NOROESTE"
933,"SONORA","NOGALES","NOROESTE"
943,"SONORA","ONAVAS","NOROESTE"
1466,"SONORA","OPODEPE","NOROESTE"
946,"SONORA","OQUITOA","NOROESTE"
956,"SONORA","PITIQUITO","NOROESTE"
939,"SONORA","PUERTO PENASCO","BAJA CALIFORNIA"
918,"SONORA","QUIRIEGO","NOROESTE"
954,"SONORA","RAYON","NOROESTE"
959,"SONORA","ROSARIO","NOROESTE"
932,"SONORA","SAHUARIPA","NOROESTE"
960,"SONORA","SAN FELIPE DE JESUS","NOROESTE"
931,"SONORA","SAN IGNACIO RIO MUERTO","NOROESTE"
953,"SONORA","SAN LUIS RIO COLORADO","BAJA CALIFORNIA"
1468,"SONORA","SAN MIGUEL DE HORCASITAS","NOROESTE"
920,"SONORA","SANTA ANA","NOROESTE"
945,"SONORA","SANTA CRUZ","NOROESTE"
929,"SONORA","SARIC","NOROESTE"
919,"SONORA","SOYOPA","NOROESTE"
944,"SONORA","SUAQUI GRANDE","NOROESTE"
916,"SONORA","TEPACHE","NOROESTE"
940,"SONORA","TRINCHERAS","NOROESTE"
1472,"SONORA","VILLA HIDALGO","NOROESTE"
1470,"SONORA","VILLA PESQUEIRA","NOROESTE"
950,"SONORA","YECORA","NOROESTE"
978,"TABASCO","BALANCAN","SURESTE"
974,"TABASCO","CARDENAS","SURESTE"
968,"TABASCO","CENTLA","SURESTE"
967,"TABASCO","CENTRO","SURESTE"
965,"TABASCO","COMALCALCO","SURESTE"
969,"TABASCO","CUNDUACAN","SURESTE"
975,"TABASCO","EMILIANO ZAPATA","SURESTE"
962,"TABASCO","HUIMANGUILLO","ORIENTE"
963,"TABASCO","HUIMANGUILLO","SURESTE"
971,"TABASCO","JALAPA","SURESTE"
961,"TABASCO","JALPA DE MENDEZ","SURESTE"
970,"TABASCO","JONUTA","SURESTE"
966,"TABASCO","MACUSPANA","SURESTE"
977,"TABASCO","NACAJUCA","SURESTE"
964,"TABASCO","PARAISO","SURESTE"
972,"TABASCO","TACOTALPA","SURESTE"
976,"TABASCO","TEAPA","SURESTE"
973,"TABASCO","TENOSIQUE","SURESTE"
1015,"TAMAULIPAS","ABASOLO","GOLFO CENTRO"
992,"TAMAULIPAS","ALDAMA","GOLFO CENTRO"
980,"TAMAULIPAS","ALTAMIRA","GOLFO CENTRO"
1017,"TAMAULIPAS","ANTIGUO MORELOS","GOLFO CENTRO"
1018,"TAMAULIPAS","BURGOS","GOLFO CENTRO Y GOLFO NORTE"
1009,"TAMAULIPAS","BUSTAMANTE","GOLFO CENTRO Y GOLFO NORTE"
1005,"TAMAULIPAS","CAMARGO","GOLFO NORTE"
979,"TAMAULIPAS","CASAS","GOLFO CENTRO"
984,"TAMAULIPAS","CIUDAD MADERO","GOLFO CENTRO"
1014,"TAMAULIPAS","CRUILLAS","GOLFO CENTRO"
994,"TAMAULIPAS","EL MANTE","GOLFO CENTRO"
1004,"TAMAULIPAS","GOMEZ FARIAS","GOLFO CENTRO"
997,"TAMAULIPAS","GONZALEZ","GOLFO CENTRO"
995,"TAMAULIPAS","GUEMEZ","GOLFO CENTRO"
988,"TAMAULIPAS","GUERRERO","GOLFO NORTE"
998,"TAMAULIPAS","GUSTAVO DIAZ ORDAZ","GOLFO NORTE"
989,"TAMAULIPAS","HIDALGO","GOLFO CENTRO"
1006,"TAMAULIPAS","JAUMAVE","GOLFO CENTRO"
985,"TAMAULIPAS","JIMENEZ","GOLFO CENTRO"
1021,"TAMAULIPAS","LLERA","GOLFO CENTRO"
993,"TAMAULIPAS","MAINERO","GOLFO CENTRO"
1013,"TAMAULIPAS","MATAMOROS","GOLFO NORTE"
986,"TAMAULIPAS","MENDEZ","GOLFO CENTRO Y GOLFO NORTE"
1007,"TAMAULIPAS","MIER","GOLFO NORTE"
999,"TAMAULIPAS","MIGUEL ALEMAN","GOLFO NORTE"
983,"TAMAULIPAS","MIQUIHUANA","GOLFO CENTRO"
996,"TAMAULIPAS","NUEVO LAREDO","GOLFO NORTE"
1003,"TAMAULIPAS","NUEVO MORELOS","GOLFO CENTRO"
981,"TAMAULIPAS","OCAMPO","GOLFO CENTRO"
1012,"TAMAULIPAS","PADILLA","GOLFO CENTRO"
1019,"TAMAULIPAS","PALMILLAS","GOLFO CENTRO"
1002,"TAMAULIPAS","REYNOSA","GOLFO NORTE"
1011,"TAMAULIPAS","RIO BRAVO","GOLFO NORTE"
990,"TAMAULIPAS","SAN CARLOS","GOLFO CENTRO"
1010,"TAMAULIPAS","SAN FERNANDO","GOLFO NORTE"
1001,"TAMAULIPAS","SAN NICOLAS","GOLFO CENTRO"
991,"TAMAULIPAS","SOTO LA MARINA","GOLFO CENTRO"
1000,"TAMAULIPAS","TAMPICO","GOLFO CENTRO"
982,"TAMAULIPAS","TULA","GOLFO CENTRO Y GOLFO NORTE"
1016,"TAMAULIPAS","VALLE HERMOSO","GOLFO NORTE"
1020,"TAMAULIPAS","VICTORIA","GOLFO CENTRO"
1008,"TAMAULIPAS","VILLAGRAN","GOLFO CENTRO Y GOLFO NORTE"
987,"TAMAULIPAS","XICOTENCATL","GOLFO CENTRO"
1054,"TLAXCALA","ACUAMANALA DE MIGUEL HIDALGO","CENTRO ORIENTE"
1686,"TLAXCALA","AMAXAC DE GUERRERO","CENTRO ORIENTE"
1044,"TLAXCALA","APETATITLAN DE ANTONIO CARVAJA","CENTRO ORIENTE"
1059,"TLAXCALA","ATLANGATEPEC","CENTRO ORIENTE"
1475,"TLAXCALA","ATLTZAYANCA","CENTRO ORIENTE"
1034,"TLAXCALA","BENITO JUAREZ","CENTRO ORIENTE"
1046,"TLAXCALA","CALPULALPAN","CENTRO ORIENTE"
1023,"TLAXCALA","CHIAUTEMPAN","CENTRO ORIENTE"
1036,"TLAXCALA","CONTLA DE JUAN CUAMATZI","CENTRO ORIENTE"
1060,"TLAXCALA","CUAPIAXTLA","CENTRO ORIENTE"
1024,"TLAXCALA","CUAXOMULCO","CENTRO ORIENTE"
1069,"TLAXCALA","EL CARMEN TEQUEXQUITLA","CENTRO ORIENTE"
1683,"TLAXCALA","EMILIANO ZAPATA","CENTRO ORIENTE"
1049,"TLAXCALA","ESPANITA","CENTRO ORIENTE"
1033,"TLAXCALA","HUAMANTLA","CENTRO ORIENTE"
1067,"TLAXCALA","HUEYOTLIPAN","CENTRO ORIENTE"
1037,"TLAXCALA","IXTACUIXTLA DE MARIANO MATAMOR","CENTRO ORIENTE"
1047,"TLAXCALA","IXTENCO","CENTRO ORIENTE"
1027,"TLAXCALA","LA MAGDALENA TLALTELULCO","CENTRO ORIENTE"
1045,"TLAXCALA","LAZARO CARDENAS","CENTRO ORIENTE"
1040,"TLAXCALA","MAZATECOCHCO DE JOSE MARIA MOR","CENTRO ORIENTE"
1031,"TLAXCALA","MUNOZ DE DOMINGO ARENAS","CENTRO ORIENTE"
1473,"TLAXCALA","NANACAMILPA DE MARIANO ARISTA","CENTRO ORIENTE"
1057,"TLAXCALA","NATIVITAS","CENTRO ORIENTE"
1048,"TLAXCALA","PANOTLA","CENTRO ORIENTE"
1051,"TLAXCALA","PAPALOTLA DE XICOHTENCATL","CENTRO ORIENTE"
1053,"TLAXCALA","SAN DAMIAN TEXOLOC","CENTRO ORIENTE"
1042,"TLAXCALA","SAN FRANCISCO TETLANOHCAN","CENTRO ORIENTE"
1056,"TLAXCALA","SAN JERONIMO ZACUALPAN","CENTRO ORIENTE"
1035,"TLAXCALA","SAN JOSE TEACALCO","CENTRO ORIENTE"
1052,"TLAXCALA","SAN JUAN HUACTZINCO","CENTRO ORIENTE"
1055,"TLAXCALA","SAN LORENZO AXOCOMANITLA","CENTRO ORIENTE"
1026,"TLAXCALA","SAN LUCAS TECOPILCO","CENTRO ORIENTE"
1682,"TLAXCALA","SAN PABLO DEL MONTE","CENTRO ORIENTE"
1070,"TLAXCALA","SANCTORUM DE LAZARO CARDENAS","CENTRO ORIENTE"
1041,"TLAXCALA","SANTA ANA NOPALUCAN","CENTRO ORIENTE"
1038,"TLAXCALA","SANTA APOLONIA TEACALCO","CENTRO ORIENTE"
1684,"TLAXCALA","SANTA CATARINA AYOMETLA","CENTRO ORIENTE"
1030,"TLAXCALA","SANTA CRUZ QUILEHTLA","CENTRO ORIENTE"
1061,"TLAXCALA","SANTA CRUZ TLAXCALA","CENTRO ORIENTE"
1066,"TLAXCALA","TENANCINGO","CENTRO ORIENTE"
1043,"TLAXCALA","TEOLOCHOLCO","CENTRO ORIENTE"
1474,"TLAXCALA","TEPETITLA DE LARDIZABAL","CENTRO ORIENTE"
1025,"TLAXCALA","TEPEYANCO","CENTRO ORIENTE"
1063,"TLAXCALA","TERRENATE","CENTRO ORIENTE"
1022,"TLAXCALA","TETLA DE LA SOLIDARIDAD","CENTRO ORIENTE"
1058,"TLAXCALA","TETLATLAHUCA","CENTRO ORIENTE"
1685,"TLAXCALA","TLAXCALA","CENTRO ORIENTE"
1071,"TLAXCALA","TLAXCO","CENTRO ORIENTE"
1064,"TLAXCALA","TOCATLAN","CENTRO ORIENTE"
1065,"TLAXCALA","TOTOLAC","CENTRO ORIENTE"
1039,"TLAXCALA","TZOMPANTEPEC","CENTRO ORIENTE"
1062,"TLAXCALA","XALOZTOC","CENTRO ORIENTE"
1050,"TLAXCALA","XALTOCAN","CENTRO ORIENTE"
1032,"TLAXCALA","XICOHTZINCO","CENTRO ORIENTE"
1029,"TLAXCALA","YAUHQUEMEHCAN","CENTRO ORIENTE"
1068,"TLAXCALA","ZACATELCO","CENTRO ORIENTE"
1028,"TLAXCALA","ZILTLALTEPEC DE TRINIDAD SANCH","CENTRO ORIENTE"
1112,"VERACRUZ","ACAJETE","ORIENTE"
1485,"VERACRUZ","ACATLAN","ORIENTE"
1108,"VERACRUZ","ACTOPAN","ORIENTE"
1091,"VERACRUZ","ACULTZINGO","CENTRO ORIENTE"
1092,"VERACRUZ","ACULTZINGO","ORIENTE"
1696,"VERACRUZ","AGUA DULCE","ORIENTE"
1124,"VERACRUZ","ALAMO TEMAPACHE","ORIENTE"
1107,"VERACRUZ","ALTO LUCERO DE GUTIERREZ BARRI","ORIENTE"
1477,"VERACRUZ","ALTOTONGA","ORIENTE"
1100,"VERACRUZ","ALVARADO","ORIENTE"
1704,"VERACRUZ","ANGEL R. CABADA","ORIENTE"
1099,"VERACRUZ","APAZAPAN","ORIENTE"
1105,"VERACRUZ","AQUILA","CENTRO ORIENTE"
1106,"VERACRUZ","AQUILA","ORIENTE"
1103,"VERACRUZ","ATLAHUILCO","ORIENTE"
1479,"VERACRUZ","ATOYAC","ORIENTE"
1482,"VERACRUZ","AYAHUALULCO","CENTRO ORIENTE"
1483,"VERACRUZ","AYAHUALULCO","ORIENTE"
1697,"VERACRUZ","BANDERILLA","ORIENTE"
1094,"VERACRUZ","BENITO JUAREZ","ORIENTE"
1491,"VERACRUZ","BOCA DEL RIO","ORIENTE"
1499,"VERACRUZ","CAMARON DE TEJEDA","ORIENTE"
1102,"VERACRUZ","CAMERINO Z. MENDOZA","ORIENTE"
1698,"VERACRUZ","CARLOS A. CARRILLO","ORIENTE"
1095,"VERACRUZ","CATEMACO","ORIENTE"
1501,"VERACRUZ","CHACALTIANGUIS","ORIENTE"
1693,"VERACRUZ","CHALMA","GOLFO CENTRO"
1694,"VERACRUZ","CHALMA","GOLFO CENTRO Y ORIENTE"
1118,"VERACRUZ","CHINAMECA","ORIENTE"
1075,"VERACRUZ","CHINAMPA DE GOROSTIZA","GOLFO CENTRO"
1699,"VERACRUZ","CHONTLA","GOLFO CENTRO"
1700,"VERACRUZ","CHONTLA","GOLFO CENTRO Y ORIENTE"
1703,"VERACRUZ","COACOATZINTLA","ORIENTE"
1080,"VERACRUZ","COLIPA","ORIENTE"
1090,"VERACRUZ","COSAUTLAN DE CARVAJAL","ORIENTE"
1093,"VERACRUZ","COYUTLA","ORIENTE"
1476,"VERACRUZ","CUICHAPA","ORIENTE"
1122,"VERACRUZ","CUITLAHUAC","ORIENTE"
1076,"VERACRUZ","HUAYACOCOTLA","GOLFO CENTRO"
1086,"VERACRUZ","HUEYAPAN DE OCAMPO","ORIENTE"
1074,"VERACRUZ","ISLA","ORIENTE"
1085,"VERACRUZ","IXCATEPEC","ORIENTE"
1498,"VERACRUZ","IXHUATLAN DEL CAFE","ORIENTE"
1098,"VERACRUZ","IXMATLAHUACAN","ORIENTE"
1087,"VERACRUZ","JUAN RODRIGUEZ CLARA","ORIENTE"
1490,"VERACRUZ","JUCHIQUE DE FERRER","ORIENTE"
1109,"VERACRUZ","LANDERO Y COSS","ORIENTE"
1687,"VERACRUZ","LAS CHOAPAS","ORIENTE"
1688,"VERACRUZ","LAS CHOAPAS","SURESTE"
1084,"VERACRUZ","LAS MINAS","ORIENTE"
1083,"VERACRUZ","LOS REYES","ORIENTE"
1115,"VERACRUZ","MAGDALENA","ORIENTE"
1119,"VERACRUZ","MALTRATA","CENTRO ORIENTE"
1120,"VERACRUZ","MALTRATA","ORIENTE"
1702,"VERACRUZ","MARTINEZ DE LA TORRE","ORIENTE"
1500,"VERACRUZ","MECAYAPAN","ORIENTE"
1484,"VERACRUZ","MEDELLIN","ORIENTE"
1078,"VERACRUZ","MINATITLAN","ORIENTE"
1081,"VERACRUZ","MIXTLA DE ALTAMIRANO","ORIENTE"
1695,"VERACRUZ","MOLOACAN","ORIENTE"
1079,"VERACRUZ","NAOLINCO","ORIENTE"
1489,"VERACRUZ","NARANJOS AMATLAN","GOLFO CENTRO"
1493,"VERACRUZ","NAUTLA","ORIENTE"
1492,"VERACRUZ","OLUTA","ORIENTE"
1077,"VERACRUZ","OMEALCA","ORIENTE"
1104,"VERACRUZ","OTATITLAN","ORIENTE"
1690,"VERACRUZ","PAPANTLA","ORIENTE"
1116,"VERACRUZ","PEROTE","CENTRO ORIENTE"
1117,"VERACRUZ","PEROTE","ORIENTE"
1110,"VERACRUZ","POZA RICA DE HIDALGO","ORIENTE"
1072,"VERACRUZ","PUEBLO VIEJO","GOLFO CENTRO"
1073,"VERACRUZ","PUEBLO VIEJO","GOLFO CENTRO Y ORIENTE"
1111,"VERACRUZ","RAFAEL LUCIO","ORIENTE"
1488,"VERACRUZ","SALTABARRANCA","ORIENTE"
1097,"VERACRUZ","SAN ANDRES TUXTLA","ORIENTE"
1101,"VERACRUZ","SANTIAGO SOCHIAPAN","ORIENTE"
1089,"VERACRUZ","SANTIAGO TUXTLA","ORIENTE"
1705,"VERACRUZ","TAMALIN","GOLFO CENTRO"
